,title,genres,average_rating,domestic_gross,foreign_gross,year,total_gross
315,The Wall,Drama,6.7,1800000.0,2700000.0,2017,4500000.0
316,Khatta Meetha,"Comedy,Crime,Drama",5.8,542000.0,499000.0,2010,1041000.0
317,We Have a Pope,"Comedy,Drama",6.7,548000.0,15600000.0,2012,16148000.0
318,"Rio, I Love You","Comedy,Drama,Fantasy",5.2,32000.0,18900000.0,2016,18932000.0
319,Goon,"Comedy,Drama,Sport",6.8,4200000.0,2300000.0,2012,6500000.0
320,Legend of the Fist: The Return of Chen Zhen,"Action,Drama,History",6.3,50400.0,26500000.0,2011,26550400.0
321,Love Crime,"Crime,Drama,Mystery",6.5,540000.0,3100000.0,2011,3640000.0
322,Letters to God,"Drama,Family",6.3,2800000.0,60300.0,2010,2860300.0
323,Buried,"Drama,Mystery,Thriller",7.0,1000000.0,18100000.0,2010,19100000.0
324,Buried,Thriller,6.0,1000000.0,18100000.0,2010,19100000.0
325,Decoding Annie Parker,Drama,6.3,48400.0,18900000.0,2014,18948400.0
326,Leaving,"Comedy,Drama",6.0,176000.0,893000.0,2010,1069000.0
327,Stake Land,"Drama,Horror,Sci-Fi",6.5,33200.0,18900000.0,2011,18933200.0
328,Heartbreaker,"Comedy,Romance",6.8,504000.0,46900000.0,2010,47404000.0
329,MacGruber,"Action,Comedy,Romance",5.5,8500000.0,797000.0,2010,9297000.0
330,"Tuesday, After Christmas","Drama,Romance",7.0,27800.0,36200.0,2011,64000.0
331,Monsters,"Drama,Sci-Fi,Thriller",6.4,237000.0,4000000.0,2010,4237000.0
332,Monsters,Horror,4.0,237000.0,4000000.0,2010,4237000.0
333,Max Steel,"Action,Adventure,Family",4.6,3800000.0,2500000.0,2016,6300000.0
334,The Well-Digger's Daughter,"Drama,Romance",7.0,386000.0,12200000.0,2012,12586000.0
335,Cedar Rapids,Comedy,6.3,6900000.0,18900000.0,2011,25800000.0
336,Hyde Park on Hudson,"Biography,Comedy,Drama",5.9,6400000.0,2500000.0,2012,8900000.0
337,Attack the Block,"Action,Comedy,Sci-Fi",6.7,1000000.0,4800000.0,2011,5800000.0
338,Killing Season,"Action,Drama,Thriller",5.4,39900.0,18900000.0,2013,18939900.0
339,Cosmopolis,"Drama,Fantasy",5.0,764000.0,5300000.0,2012,6064000.0
340,Mr. Pip,"Drama,War",7.2,1700.0,18900000.0,2014,18901700.0
341,Tamara Drewe,"Comedy,Drama,Romance",6.2,560000.0,11400000.0,2010,11960000.0
342,The Raven,"Crime,Mystery,Thriller",6.4,16000000.0,13600000.0,2012,29600000.0
343,5 Days of War,"Action,Drama,War",5.6,17500.0,18900000.0,2011,18917500.0
344,Chalet Girl,"Comedy,Romance,Sport",6.3,1700.0,1700000.0,2011,1701700.0
345,Khumba,"Adventure,Animation,Family",5.7,1000.0,27200000.0,2013,27201000.0
346,I Saw the Light,"Biography,Drama,Music",5.8,1600000.0,18900000.0,2016,20500000.0
347,The Tree,"Drama,Romance",6.6,71200.0,2100000.0,2011,2171200.0
348,The Tree,Drama,6.7,71200.0,2100000.0,2011,2171200.0
349,The Tree,"Drama,Family",6.7,71200.0,2100000.0,2011,2171200.0
350,The Paperboy,"Crime,Drama,Mystery",5.8,693000.0,661000.0,2012,1354000.0
351,Cold Weather,"Comedy,Drama,Mystery",6.2,141000.0,18900000.0,2011,19041000.0
352,Anjaana Anjaani,"Comedy,Drama,Musical",5.8,855000.0,761000.0,2010,1616000.0
353,Drive Angry,"Action,Fantasy,Thriller",5.4,10700000.0,18200000.0,2011,28900000.0
354,Road to Nowhere,"Romance,Thriller",5.5,40300.0,121000.0,2011,161300.0
355,Dark Tide,"Action,Adventure,Drama",4.3,1400000.0,432000.0,2012,1832000.0
356,Caterpillar,"Drama,War",6.7,4200.0,248000.0,2011,252200.0
357,Le Havre,"Comedy,Drama",7.2,612000.0,9900000.0,2011,10512000.0
358,Super,"Action,Comedy,Drama",6.8,328000.0,18900000.0,2011,19228000.0
359,Super,Drama,8.1,328000.0,18900000.0,2011,19228000.0
360,Dough,"Comedy,Drama",6.2,1100000.0,18900000.0,2016,20000000.0
361,Meek's Cutoff,"Drama,Western",6.6,978000.0,18900000.0,2011,19878000.0
362,Anonymous,"Drama,Thriller",6.9,4500000.0,10900000.0,2011,15400000.0
363,Potiche,Comedy,6.4,1600000.0,21600000.0,2011,23200000.0
364,Kaboom,"Comedy,Mystery,Romance",5.7,119000.0,421000.0,2011,540000.0
365,The Vatican Tapes,"Horror,Thriller",5.0,1800000.0,18900000.0,2015,20700000.0
366,Melancholia,"Drama,Sci-Fi",7.2,3000000.0,12900000.0,2011,15900000.0
367,Melancholia,"Drama,Mystery,Romance",3.3,3000000.0,12900000.0,2011,15900000.0
368,Archipelago,Drama,6.3,7800.0,492000.0,2014,499800.0
369,Archipelago,Documentary,6.1,7800.0,492000.0,2014,499800.0
370,Horns,"Crime,Drama,Fantasy",6.5,174000.0,3700000.0,2014,3874000.0
371,Sea Rex 3D: Journey to a Prehistoric World,Documentary,6.9,6100000.0,9900000.0,2010,16000000.0
372,Red Hill,"Thriller,Western",6.4,21100.0,300000.0,2010,321100.0
373,Everything Must Go,"Comedy,Drama",6.4,2700000.0,18900000.0,2011,21600000.0
374,Byzantium,"Drama,Fantasy,Horror",6.5,89200.0,18900000.0,2013,18989200.0
375,Beginners,"Comedy,Drama,Romance",7.2,5800000.0,8500000.0,2011,14300000.0
376,Battle of the Year,"Drama,Music",5.1,8900000.0,7700000.0,2013,16600000.0
377,Shaolin,"Action,Drama",6.9,66100.0,33600000.0,2011,33666100.0
378,The Son of No One,"Action,Crime,Drama",5.1,30700.0,18900000.0,2011,18930700.0
379,The Ledge,"Drama,Romance,Thriller",6.5,9200.0,602000.0,2011,611200.0
380,W.E.,"Drama,History,Romance",6.3,583000.0,285000.0,2012,868000.0
381,Playing for Keeps,"Comedy,Romance,Sport",5.7,13100000.0,18900000.0,2012,32000000.0
382,The Guard,"Comedy,Crime,Thriller",7.3,5400000.0,14200000.0,2011,19600000.0
383,Casino Jack and the United States of Money,Documentary,7.1,177000.0,18900000.0,2010,19077000.0
384,Flypaper,"Comedy,Crime,Mystery",6.4,5000.0,3100000.0,2011,3105000.0
385,Snow Flower and the Secret Fan,"Drama,History",6.1,1300000.0,10000000.0,2011,11300000.0
386,Carancho,"Crime,Drama,Romance",6.9,85500.0,3900000.0,2011,3985500.0
387,Point Blank,"Action,Crime,Drama",6.8,708000.0,8500000.0,2011,9208000.0
388,Point Blank,"Crime,Documentary,History",8.2,708000.0,8500000.0,2011,9208000.0
389,Another Earth,"Drama,Romance,Sci-Fi",7.0,1300000.0,456000.0,2011,1756000.0
390,Elles,Drama,5.6,158000.0,754000.0,2012,912000.0
391,The Last Stand,"Action,Thriller",6.4,12100000.0,36300000.0,2013,48400000.0
392,The Little Death,Drama,6.0,18200.0,18900000.0,2015,18918200.0
393,The Little Death,"Comedy,Drama,Romance",7.1,18200.0,18900000.0,2015,18918200.0
394,A Better Life,"Drama,Romance",7.2,1800000.0,18900000.0,2011,20700000.0
395,A Better Life,Drama,6.6,1800000.0,18900000.0,2011,20700000.0
396,Mary Queen of Scots,"Biography,Drama,History",5.5,16500000.0,29900000.0,2018,46400000.0
397,Mary Queen of Scots,"Biography,Drama,History",6.3,16500000.0,29900000.0,2018,46400000.0
398,Wetlands,Drama,6.9,59500.0,10500000.0,2014,10559500.0
399,Wetlands,"Comedy,Drama",5.8,59500.0,10500000.0,2014,10559500.0
400,Wetlands,"Crime,Drama,Thriller",4.2,59500.0,10500000.0,2014,10559500.0
401,Nostalgia for the Light,Documentary,7.6,164000.0,13700.0,2011,177700.0
402,GasLand,Documentary,7.7,30800.0,18600.0,2010,49400.0
403,Restrepo,"Documentary,War",7.5,1300000.0,105000.0,2010,1405000.0
404,The Master,Drama,7.1,16399999.0,11900000.0,2012,28299999.0
405,The Master,Documentary,8.0,16399999.0,11900000.0,2012,28299999.0
406,The Master,"Action,History",4.8,16399999.0,11900000.0,2012,28299999.0
407,Higher Ground,Drama,6.3,842000.0,18900000.0,2011,19742000.0
408,Golmaal 3,"Action,Comedy",5.4,1100000.0,935000.0,2010,2035000.0
409,Zindagi Na Milegi Dobara,"Comedy,Drama",8.1,3100000.0,18900000.0,2011,22000000.0
410,One Day,"Drama,Romance",7.0,13800000.0,45500000.0,2011,59300000.0
411,One Day,"Drama,Romance,Sci-Fi",6.0,13800000.0,45500000.0,2011,59300000.0
412,One Day,Family,6.2,13800000.0,45500000.0,2011,59300000.0
413,One Day,"Drama,Romance",7.8,13800000.0,45500000.0,2011,59300000.0
414,One Day,"Drama,Fantasy",6.6,13800000.0,45500000.0,2011,59300000.0
415,One Day,Drama,7.2,13800000.0,45500000.0,2011,59300000.0
416,Celine: Through the Eyes of the World,"Documentary,Music",7.9,1400000.0,119000.0,2010,1519000.0
417,Tiny Furniture,"Comedy,Drama,Romance",6.2,392000.0,18900000.0,2010,19292000.0
418,A Dangerous Method,"Biography,Drama,Romance",6.4,5700000.0,21800000.0,2011,27500000.0
419,The Skeleton Twins,"Comedy,Drama,Romance",6.8,5300000.0,18900000.0,2014,24200000.0
420,Tees Maar Khan,"Comedy,Crime",2.6,1100000.0,1400000.0,2010,2500000.0
421,The Last Circus,"Comedy,Drama,Horror",6.6,40500.0,3200000.0,2011,3240500.0
422,Beast,"Drama,Thriller",5.8,800000.0,18900000.0,2018,19700000.0
423,Beast,"Crime,Drama,Thriller",7.4,800000.0,18900000.0,2018,19700000.0
424,Beast,"Crime,Drama,Mystery",6.8,800000.0,18900000.0,2018,19700000.0
425,Beast,"Drama,Mystery",5.7,800000.0,18900000.0,2018,19700000.0
426,Housefull,Comedy,5.5,1200000.0,1200000.0,2010,2400000.0
427,Housefull,Family,3.9,1200000.0,1200000.0,2010,2400000.0
428,Skin Trade,Documentary,8.8,1200.0,18900000.0,2015,18901200.0
429,Skin Trade,"Action,Crime,Thriller",5.7,1200.0,18900000.0,2015,18901200.0
430,Break Ke Baad,"Comedy,Drama,Romance",5.2,428000.0,389000.0,2010,817000.0
431,Chasing Ice,"Biography,Documentary",7.8,1300000.0,18900000.0,2012,20200000.0
432,Puncture,"Biography,Drama",6.9,68900.0,18900000.0,2011,18968900.0
433,The Good Doctor,"Drama,Thriller",5.5,5200.0,18900000.0,2012,18905200.0
434,Kedi,Action,4.9,2800000.0,18900000.0,2017,21700000.0
435,Kedi,Documentary,7.7,2800000.0,18900000.0,2017,21700000.0
436,Unforgivable,Drama,5.8,154000.0,1200000.0,2012,1354000.0
437,Catfish,"Documentary,Drama,Mystery",7.1,3200000.0,242000.0,2010,3442000.0
438,The Last Godfather,"Comedy,Crime,Romance",3.7,164000.0,16600000.0,2011,16764000.0
439,Bodyguard,Comedy,6.7,1800000.0,18900000.0,2011,20700000.0
440,Bodyguard,"Action,Comedy,Romance",4.7,1800000.0,18900000.0,2011,20700000.0
441,Bodyguard,"Action,Comedy",5.2,1800000.0,18900000.0,2011,20700000.0
442,Bodyguard,"Action,Drama,Thriller",6.2,1800000.0,18900000.0,2011,20700000.0
443,Machine Gun Preacher,"Action,Biography,Crime",6.8,539000.0,2800000.0,2011,3339000.0
444,Exit Through the Gift Shop,"Comedy,Crime,Documentary",8.0,3300000.0,2000000.0,2010,5300000.0
445,I Saw the Devil,"Action,Crime,Drama",7.8,129000.0,12600000.0,2011,12729000.0
446,"Jeff, Who Lives at Home","Comedy,Drama",6.5,4300000.0,148000.0,2012,4448000.0
447,Of Gods and Men,"Drama,History",7.2,4000000.0,38200000.0,2011,42200000.0
448,Bang Bang,Drama,7.6,2500000.0,39500000.0,2014,42000000.0
449,Bang Bang,"Action,Adventure,Comedy",5.5,2500000.0,39500000.0,2014,42000000.0
450,How I Ended This Summer,Drama,7.0,8700.0,614000.0,2011,622700.0
451,Uncle Boonmee Who Can Recall His Past Lives,"Drama,Fantasy",6.7,184000.0,946000.0,2011,1130000.0
452,The Last Sentence,"Biography,Drama",6.1,62500.0,265000.0,2014,327500.0
453,"If I Want to Whistle, I Whistle",Drama,7.2,12100.0,220000.0,2011,232100.0
454,Special Treatment,"Comedy,Drama",5.6,8900.0,286000.0,2011,294900.0
455,Take This Waltz,"Comedy,Drama",6.6,1200000.0,18900000.0,2012,20100000.0
456,Lockout,"Action,Sci-Fi,Thriller",6.1,14300000.0,17900000.0,2012,32200000.0
457,The Innkeepers,"Drama,Horror,Mystery",5.5,78400.0,18900000.0,2012,18978400.0
458,Norm of the North,"Adventure,Animation,Comedy",3.6,17100000.0,18900000.0,2016,36000000.0
459,Pawn Sacrifice,"Biography,Drama,Sport",7.0,2400000.0,3100000.0,2015,5500000.0
460,Salinger,Documentary,6.7,584000.0,67000.0,2013,651000.0
461,Z for Zachariah,"Drama,Sci-Fi,Thriller",6.0,121000.0,18900000.0,2015,19021000.0
462,The Princess of Montpensier,"Action,Drama,History",6.4,352000.0,6400000.0,2011,6752000.0
463,The Drop,"Crime,Drama",7.1,10700000.0,7900000.0,2014,18600000.0
464,The Eye of the Storm,Drama,6.3,83600.0,18900000.0,2012,18983600.0
465,Heartbeats,"Drama,Romance",7.2,68700.0,520000.0,2011,588700.0
466,Heartbeats,"Comedy,Drama,Music",5.4,68700.0,520000.0,2011,588700.0
467,Albert Nobbs,"Drama,Romance",6.7,3000000.0,2600000.0,2012,5600000.0
468,2 Days in New York,"Comedy,Drama,Romance",6.0,633000.0,1000000.0,2012,1633000.0
469,Only God Forgives,"Crime,Drama",5.7,779000.0,9900000.0,2013,10679000.0
470,Amour,"Drama,Romance",7.9,6700000.0,13100000.0,2012,19800000.0
471,ATM,"Horror,Thriller",4.7,3000.0,18900000.0,2012,18903000.0
472,Prom,"Comedy,Drama,Family",5.4,10100000.0,18900000.0,2011,29000000.0
473,Frank,"Comedy,Drama,Music",7.0,645000.0,18900000.0,2014,19545000.0
474,Frank,Drama,6.9,645000.0,18900000.0,2014,19545000.0
475,The Monk,"Drama,Mystery,Thriller",5.8,13500.0,794000.0,2013,807500.0
476,The Monk,Drama,7.2,13500.0,794000.0,2013,807500.0
477,The Woman in the Fifth,"Drama,Mystery,Thriller",5.4,114000.0,18900000.0,2012,19014000.0
478,Effie Gray,"Biography,Drama,Romance",5.9,353000.0,18900000.0,2015,19253000.0
479,Knuckle,"Biography,Documentary,Drama",6.8,2600.0,18900000.0,2011,18902600.0
480,Win Win,"Comedy,Drama,Sport",7.2,10200000.0,652000.0,2011,10852000.0
481,Win Win,Comedy,6.0,10200000.0,652000.0,2011,10852000.0
482,Better Living Through Chemistry,"Comedy,Drama",6.3,75100.0,18900000.0,2014,18975100.0
483,Band Baaja Baaraat,"Comedy,Drama,Romance",7.2,43800.0,60700.0,2010,104500.0
484,Rubber,"Comedy,Fantasy,Horror",5.8,100000.0,18900000.0,2011,19000000.0
485,Kon-Tiki,"Adventure,History",7.2,1500000.0,21300000.0,2013,22800000.0
486,Headhunters,"Action,Crime,Thriller",7.6,1200000.0,14500000.0,2012,15700000.0
487,Margin Call,"Drama,Thriller",7.1,5400000.0,14200000.0,2011,19600000.0
488,White Lion,"Drama,Family",6.7,1400000.0,99600.0,2010,1499600.0
489,Dum Maaro Dum,"Action,Crime,Drama",6.2,564000.0,18900000.0,2011,19464000.0
490,The We and the I,Drama,6.1,42200.0,18900000.0,2013,18942200.0
491,Goodbye First Love,"Drama,Romance",6.6,95000.0,18900000.0,2012,18995000.0
492,Jackie,"Biography,Drama,History",6.7,14000000.0,18900000.0,2016,32900000.0
493,Jackie,Action,7.1,14000000.0,18900000.0,2016,32900000.0
494,Jackie,"Comedy,Drama",6.8,14000000.0,18900000.0,2016,32900000.0
495,We Are What We Are,"Drama,Horror",5.7,81400.0,18900000.0,2013,18981400.0
496,We Are What We Are,"Drama,Horror,Thriller",5.9,81400.0,18900000.0,2013,18981400.0
497,Bleed for This,"Biography,Drama,Sport",6.8,5100000.0,18900000.0,2016,24000000.0
498,The Arbor,"Biography,Documentary,Drama",7.2,21600.0,105000.0,2011,126600.0
499,Little Birds,Drama,6.2,17700.0,18900000.0,2012,18917700.0
500,North Sea Texas,"Drama,Romance",7.2,28300.0,16700.0,2012,45000.0
501,Young Adult,"Comedy,Drama",6.3,16300000.0,6600000.0,2011,22900000.0
502,Mausam,"Drama,Romance,War",4.8,728000.0,18900000.0,2011,19628000.0
503,The Journey,Family,6.4,155000.0,18900000.0,2017,19055000.0
504,The Journey,"Adventure,Drama,Mystery",7.9,155000.0,18900000.0,2017,19055000.0
505,The Journey,"Comedy,Drama,Family",7.5,155000.0,18900000.0,2017,19055000.0
506,The Journey,Drama,6.6,155000.0,18900000.0,2017,19055000.0
507,The Journey,"Drama,Thriller",6.3,155000.0,18900000.0,2017,19055000.0
508,Gone,Documentary,6.5,11700000.0,6400000.0,2012,18100000.0
509,Gone,Thriller,5.1,11700000.0,6400000.0,2012,18100000.0
510,Gone,"Action,Adventure,Drama",5.9,11700000.0,6400000.0,2012,18100000.0
511,Gone,Drama,6.6,11700000.0,6400000.0,2012,18100000.0
512,Blackthorn,"Action,Adventure,Western",6.6,201000.0,423000.0,2011,624000.0
513,Chasing Mavericks,"Biography,Drama,Sport",7.2,6000000.0,600.0,2012,6000600.0
514,Intruders,"Fantasy,Horror,Thriller",5.4,69100.0,2900000.0,2012,2969100.0
515,Intruders,"Comedy,Mystery,Thriller",6.6,69100.0,2900000.0,2012,2969100.0
516,Intruders,"Crime,Drama,Thriller",4.8,69100.0,2900000.0,2012,2969100.0
517,Intruders,"Drama,Horror,Thriller",5.7,69100.0,2900000.0,2012,2969100.0
518,Violet & Daisy,"Action,Comedy,Crime",6.1,17200.0,18900000.0,2013,18917200.0
519,Grassroots,"Comedy,Drama",5.3,12400.0,18900000.0,2012,18912400.0
520,Flowers,Drama,6.8,61600.0,18900000.0,2015,18961600.0
521,Flowers,Drama,6.9,61600.0,18900000.0,2015,18961600.0
522,Flowers,"Horror,Mystery,Thriller",5.6,61600.0,18900000.0,2015,18961600.0
523,"Love, Rosie","Comedy,Romance",7.2,20400.0,25600000.0,2015,25620400.0
524,The Patience Stone,"Drama,War",7.1,149000.0,18900000.0,2013,19049000.0
525,Client 9: The Rise and Fall of Eliot Spitzer,Documentary,7.4,189000.0,3500.0,2010,192500.0
526,The Armstrong Lie,"Biography,Documentary,Sport",7.3,383000.0,18900000.0,2013,19283000.0
527,A Screaming Man,Drama,6.7,9900.0,175000.0,2011,184900.0
528,Rampart,"Crime,Drama",5.8,973000.0,18900000.0,2012,19873000.0
529,Armadillo,"Documentary,War",7.5,14600.0,2000000.0,2011,2014600.0
530,Terraferma,Drama,6.8,20000.0,18900000.0,2013,18920000.0
531,My Piece of the Pie,"Comedy,Drama",5.8,6900.0,18900000.0,2011,18906900.0
532,The Art of Getting By,"Drama,Romance",6.6,1400000.0,18900000.0,2011,20300000.0
533,Inside Job,"Crime,Documentary",8.3,4300000.0,3600000.0,2010,7900000.0
534,"Life, Above All",Drama,7.1,134000.0,18900000.0,2011,19034000.0
535,"Life, Above All","Biography,Drama",5.6,134000.0,18900000.0,2011,19034000.0
536,My Joy,"Adventure,Drama",6.9,6300.0,18900000.0,2011,18906300.0
537,The Names of Love,"Comedy,Drama,Romance",7.2,514000.0,4099999.0,2011,4613999.0
538,Le Quattro Volte,Drama,7.2,153000.0,103000.0,2011,256000.0
539,The Double,"Action,Crime,Drama",5.9,138000.0,3600000.0,2011,3738000.0
540,The Double,"Comedy,Drama,Mystery",6.5,138000.0,3600000.0,2011,3738000.0
541,Vidal Sassoon: The Movie,Documentary,6.5,86000.0,38600.0,2011,124600.0
542,"Turn Me On, Dammit!","Comedy,Romance",6.3,126000.0,18900000.0,2012,19026000.0
543,I Wish,Drama,7.4,146000.0,1400000.0,2012,1546000.0
544,I Wish,Fantasy,8.2,146000.0,1400000.0,2012,1546000.0
545,Mozart's Sister,"Biography,Drama,Music",6.4,708000.0,132000.0,2011,840000.0
546,Mental,"Comedy,Drama",6.2,17700.0,3600000.0,2013,3617700.0
547,Mental,"Action,Comedy,Drama",6.4,17700.0,3600000.0,2013,3617700.0
548,My Week with Marilyn,"Biography,Drama",7.0,14600000.0,20500000.0,2011,35100000.0
549,The Decoy Bride,"Comedy,Drama,Romance",6.2,800.0,18900000.0,2012,18900800.0
550,Freeheld,"Biography,Drama,Romance",6.5,573000.0,18900000.0,2015,19473000.0
551,The Tall Man,"Crime,Drama,Horror",5.9,1400000.0,5200000.0,2012,6600000.0
552,The Tall Man,Documentary,7.1,1400000.0,5200000.0,2012,6600000.0
553,Universal Soldier: Day of Reckoning,"Action,Horror,Mystery",5.1,5500.0,364000.0,2012,369500.0
554,Our Children,Drama,6.8,23200.0,18900000.0,2013,18923200.0
555,Their Finest,"Comedy,Drama,Romance",6.8,3600000.0,18900000.0,2017,22500000.0
556,Polisse,"Crime,Drama",7.3,211000.0,20200000.0,2012,20411000.0
557,Fun Size,"Adventure,Comedy",5.4,9400000.0,2000000.0,2012,11400000.0
558,Life of Crime,"Comedy,Crime",5.8,265000.0,18900000.0,2014,19165000.0
559,Chicken with Plums,"Comedy,Drama",7.0,254000.0,1200000.0,2012,1454000.0
560,"Happy, Happy","Comedy,Drama",6.5,45200.0,18900000.0,2011,18945200.0
561,Cave of Forgotten Dreams,"Documentary,History",7.4,5300000.0,1200000.0,2011,6500000.0
562,Anchor Baby,"Drama,Thriller",7.0,15800.0,161000.0,2011,176800.0
563,The Green Wave,Documentary,7.6,1400000.0,70100.0,2012,1470100.0
564,Damsels in Distress,"Comedy,Drama,Romance",5.7,1000000.0,18900000.0,2012,19900000.0
565,I Hate Luv Storys,"Comedy,Drama,Romance",5.7,848000.0,14900000.0,2010,15748000.0
566,Sarah's Key,"Drama,War",7.5,7700000.0,13400000.0,2011,21100000.0
567,The Sapphires,"Biography,Comedy,Drama",7.0,2500000.0,18000000.0,2013,20500000.0
568,All Together,"Comedy,Drama",6.7,43200.0,7200000.0,2012,7243200.0
569,Hannah Arendt,"Biography,Drama",7.1,717000.0,18900000.0,2013,19617000.0
570,Take Shelter,"Drama,Horror,Thriller",7.4,1700000.0,1400000.0,2011,3100000.0
571,Soldiers of Fortune,"Action,Thriller",4.3,38900.0,1500000.0,2012,1538900.0
572,360,"Drama,Thriller",6.2,100000.0,1600000.0,2012,1700000.0
573,Klown,Comedy,7.2,68800.0,12400000.0,2012,12468800.0
574,Breathing,Drama,7.0,4600.0,803000.0,2012,807600.0
575,Stoker,"Drama,Thriller",6.8,1700000.0,10400000.0,2013,12100000.0
576,Wagner & Me,"Biography,Documentary,History",7.0,37700.0,41000.0,2012,78700.0
577,Detachment,Drama,7.7,72700.0,18900000.0,2012,18972700.0
578,Sleepless Night,"Action,Crime,Thriller",6.7,3400.0,18900000.0,2012,18903400.0
579,Sleepless Night,Drama,6.8,3400.0,18900000.0,2012,18903400.0
580,Welcome to the Punch,"Action,Crime,Thriller",6.1,9700.0,18900000.0,2013,18909700.0
581,Circumstance,Drama,5.9,454000.0,18900000.0,2011,19354000.0
582,Girl on a Bicycle,"Comedy,Drama,Romance",6.2,91400.0,18900000.0,2014,18991400.0
583,Flying Swords of Dragon Gate,"Action,Adventure",6.0,170000.0,18900000.0,2012,19070000.0
584,Vampire Academy,"Action,Comedy,Drama",5.5,7800000.0,7600000.0,2014,15400000.0
585,Life in a Day,"Documentary,Drama",7.7,253000.0,18900000.0,2011,19153000.0
586,You Ain't Seen Nothin' Yet,"Comedy,Drama",6.4,18900.0,488000.0,2013,506900.0
587,Dark Horse,"Comedy,Drama",5.9,166000.0,18900000.0,2012,19066000.0
588,Dark Horse,"Documentary,Drama",7.3,166000.0,18900000.0,2012,19066000.0
589,David Lynch: The Art Life,"Biography,Documentary",7.2,171000.0,18900000.0,2017,19071000.0
590,Attenberg,Drama,6.2,24000.0,45900.0,2012,69900.0
591,Before I Fall,"Drama,Fantasy,Mystery",6.4,12200000.0,18900000.0,2017,31100000.0
592,Eyes Wide Open,"Documentary,History",8.7,26300.0,250000.0,2010,276300.0
593,The Loneliest Planet,Thriller,5.5,130000.0,18900000.0,2012,19030000.0
594,El Bulli: Cooking in Progress,Documentary,6.3,237000.0,18900000.0,2011,19137000.0
595,Free Men,"Drama,History,Romance",6.6,53800.0,564000.0,2012,617800.0
596,The Young Karl Marx,"Biography,Drama,History",6.6,126000.0,18900000.0,2018,19026000.0
597,The Deep Blue Sea,"Drama,Romance",6.3,1100000.0,18900000.0,2012,20000000.0
598,The Invisible Woman,"Biography,Drama,History",6.2,1200000.0,18900000.0,2013,20100000.0
599,The Way He Looks,"Drama,Romance",7.9,101000.0,1100000.0,2014,1201000.0
600,Eisenstein in Guanajuato,"Biography,Comedy,Drama",6.3,34300.0,18900000.0,2016,18934300.0
601,Genius,"Biography,Drama",6.6,1400000.0,4300000.0,2016,5700000.0
602,Genius,Drama,5.4,1400000.0,4300000.0,2016,5700000.0
603,Genius,"Action,Thriller",4.7,1400000.0,4300000.0,2016,5700000.0
604,Genius,Drama,6.2,1400000.0,4300000.0,2016,5700000.0
605,Ek Main Aur Ekk Tu,"Comedy,Drama,Romance",5.8,1200000.0,18900000.0,2012,20100000.0
606,Bernie,"Biography,Comedy,Crime",6.8,9200000.0,18900000.0,2012,28100000.0
607,Tabloid,"Crime,Documentary",7.1,697000.0,18900000.0,2011,19597000.0
608,Tezz,"Action,Crime,Thriller",3.9,230000.0,18900000.0,2012,19130000.0
609,Every Secret Thing,"Crime,Drama,Mystery",6.1,104000.0,18900000.0,2015,19004000.0
610,Lovely Molly,"Drama,Horror",5.3,18500.0,18900000.0,2012,18918500.0
611,Ready,"Action,Comedy",4.8,955000.0,18900000.0,2011,19855000.0
612,The Whale,Documentary,8.1,81900.0,18900000.0,2011,18981900.0
613,Lola Versus,Comedy,5.5,253000.0,18900000.0,2012,19153000.0
614,11-11-11,"Horror,Mystery,Thriller",4.0,32800.0,5700000.0,2011,5732800.0
615,Triple 9,"Crime,Thriller",6.3,12600000.0,10500000.0,2016,23100000.0
616,The Bay,"Horror,Sci-Fi,Thriller",5.6,30700.0,18900000.0,2012,18930700.0
617,Piranha 3DD,"Comedy,Horror",3.7,377000.0,8100000.0,2012,8477000.0
618,The Spectacular Now,"Comedy,Drama,Romance",7.1,6900000.0,18900000.0,2013,25800000.0
619,In the Land of Blood and Honey,"Drama,Romance,War",4.4,304000.0,18900000.0,2011,19204000.0
620,Midnight's Children,Drama,6.2,190000.0,18900000.0,2013,19090000.0
621,Only Lovers Left Alive,"Comedy,Drama,Fantasy",7.3,1900000.0,18900000.0,2014,20800000.0
622,Anna,"Drama,Mystery,Sci-Fi",6.5,4300.0,18900000.0,2014,18904300.0
623,Anna,Drama,6.8,4300.0,18900000.0,2014,18904300.0
624,Anna,"Crime,Drama,Thriller",5.6,4300.0,18900000.0,2014,18904300.0
625,Anna,Drama,6.3,4300.0,18900000.0,2014,18904300.0
626,Anna,Biography,5.0,4300.0,18900000.0,2014,18904300.0
627,Anna,Horror,2.4,4300.0,18900000.0,2014,18904300.0
628,10 Years,"Comedy,Drama,Romance",6.1,203000.0,18900000.0,2012,19103000.0
629,People Like Us,"Comedy,Drama",7.1,12400000.0,18900000.0,2012,31300000.0
630,People Like Us,Drama,6.4,12400000.0,18900000.0,2012,31300000.0
631,My Worst Nightmare,"Comedy,Drama,Romance",6.0,22000.0,7100000.0,2012,7122000.0
632,Another Happy Day,"Comedy,Drama",6.0,8500.0,347000.0,2011,355500.0
633,Friends with Kids,"Comedy,Drama,Romance",6.1,7300000.0,5800000.0,2012,13100000.0
634,Viva Riva!,"Crime,Drama,Thriller",6.2,61800.0,18900000.0,2011,18961800.0
635,Shame,Drama,7.2,3900000.0,13800000.0,2011,17700000.0
636,Shame,Drama,6.4,3900000.0,13800000.0,2011,17700000.0
