,title,genres,average_rating,domestic_gross,foreign_gross,year,total_gross
1409,Magic Mike,"Comedy,Drama",6.1,"$113,700,000.00","$53,500,000.00",2012,"$167,200,000.00"
1410,Joker,"Comedy,Family,Sci-Fi",2.6,"$169,000.00","$18,700,000.00",2012,"$18,869,000.00"
1411,Joker,"Action,Thriller",5.5,"$169,000.00","$18,700,000.00",2012,"$18,869,000.00"
1412,Joker,"Comedy,Drama",8.5,"$169,000.00","$18,700,000.00",2012,"$18,869,000.00"
1413,Murder 2,"Action,Crime,Thriller",6.2,"$59,500.00","$18,700,000.00",2011,"$18,759,500.00"
1414,Bachelorette,"Comedy,Romance",5.3,"$448,000.00","$11,500,000.00",2012,"$11,948,000.00"
1415,Pompeii,"Action,Adventure,Drama",5.5,"$23,200,000.00","$94,600,000.00",2014,"$117,800,000.00"
1416,The Fairy,"Comedy,Drama",6.1,"$38,400.00","$18,700,000.00",2012,"$18,738,400.00"
1417,Sinister,"Horror,Mystery,Thriller",6.8,"$48,100,000.00","$29,600,000.00",2012,"$77,700,000.00"
1418,The Angels' Share,"Comedy,Crime,Drama",7.0,"$347,000.00","$6,700,000.00",2013,"$7,047,000.00"
1419,The Best Offer,"Crime,Drama,Mystery",7.8,"$100,000.00","$18,700,000.00",2014,"$18,800,000.00"
1420,Let's Be Cops,"Comedy,Crime",6.4,"$82,400,000.00","$55,800,000.00",2014,"$138,200,000.00"
1421,Elena,"Crime,Drama,Thriller",7.3,"$233,000.00","$18,700,000.00",2012,"$18,933,000.00"
1422,Elena,"Biography,Documentary,Drama",7.7,"$233,000.00","$18,700,000.00",2012,"$18,933,000.00"
1423,Elena,"Comedy,Romance",3.1,"$233,000.00","$18,700,000.00",2012,"$18,933,000.00"
1424,The Protector 2,Action,5.3,"$2,500.00","$3,300,000.00",2014,"$3,302,500.00"
1425,Arthur Newman,Drama,5.7,"$208,000.00","$18,700,000.00",2013,"$18,908,000.00"
1426,The Big Wedding,"Comedy,Drama,Romance",5.6,"$21,800,000.00","$24,700,000.00",2013,"$46,500,000.00"
1427,Declaration of War,Drama,7.0,"$59,100.00","$5,800,000.00",2012,"$5,859,100.00"
1428,Seven Psychopaths,"Comedy,Crime",7.2,"$15,000,000.00","$4,400,000.00",2012,"$19,400,000.00"
1429,The Greatest Miracle,"Animation,Drama",4.5,"$555,000.00","$2,500,000.00",2011,"$3,055,000.00"
1430,Very Good Girls,"Drama,Romance",6.0,"$6,900.00","$18,700,000.00",2014,"$18,706,900.00"
1431,Thanks for Sharing,"Comedy,Drama,Romance",6.4,"$1,100,000.00","$18,700,000.00",2013,"$19,800,000.00"
1432,What Maisie Knew,Drama,7.5,"$1,100,000.00","$18,700,000.00",2013,"$19,800,000.00"
1433,Delhi Belly,"Action,Comedy,Crime",7.6,"$1,500,000.00","$15,200,000.00",2011,"$16,700,000.00"
1434,Yossi,"Drama,Romance",7.0,"$117,000.00","$18,700,000.00",2013,"$18,817,000.00"
1435,A Beautiful Life,"Drama,Romance",6.7,"$66,200.00","$18,700,000.00",2011,"$18,766,200.00"
1436,Blind,"Drama,Romance",5.7,"$12,500.00","$18,700,000.00",2017,"$18,712,500.00"
1437,Blind,"Action,Crime,Drama",6.9,"$12,500.00","$18,700,000.00",2017,"$18,712,500.00"
1438,Blind,Drama,6.9,"$12,500.00","$18,700,000.00",2017,"$18,712,500.00"
1439,Mud,Drama,7.4,"$21,600,000.00","$11,000,000.00",2013,"$32,600,000.00"
1440,Mud,Drama,6.5,"$21,600,000.00","$11,000,000.00",2013,"$32,600,000.00"
1441,Overdrive,"Action,Thriller",5.4,"$7,800.00","$18,700,000.00",2017,"$18,707,800.00"
1442,Miss Peregrine's Home for Peculiar Children,"Adventure,Drama,Fantasy",6.7,"$87,200,000.00","$209,200,000.00",2016,"$296,400,000.00"
1443,Amityville: The Awakening,"Horror,Thriller",4.9,$700.00,"$7,700,000.00",2017,"$7,700,700.00"
1444,Always Kabhi Kabhi,"Comedy,Crime,Drama",4.3,"$21,400.00","$18,700,000.00",2011,"$18,721,400.00"
1445,Chinese Puzzle,"Comedy,Drama,Romance",7.0,"$339,000.00","$7,100,000.00",2014,"$7,439,000.00"
1446,On the Other Side of the Tracks,"Action,Comedy,Crime",5.8,"$9,600.00","$25,100,000.00",2014,"$25,109,600.00"
1447,At Any Price,"Drama,Sport,Thriller",5.7,"$381,000.00","$18,700,000.00",2013,"$19,081,000.00"
1448,Morgan,"Drama,Romance",6.8,"$3,900,000.00","$4,900,000.00",2016,"$8,800,000.00"
1449,Morgan,"Action,Horror,Sci-Fi",5.8,"$3,900,000.00","$4,900,000.00",2016,"$8,800,000.00"
1450,You've Been Trumped,Documentary,7.5,"$29,300.00","$18,700,000.00",2012,"$18,729,300.00"
1451,Begin Again,"Drama,Family",7.0,"$16,200,000.00","$47,300,000.00",2014,"$63,500,000.00"
1452,Begin Again,"Comedy,Drama,Music",7.4,"$16,200,000.00","$47,300,000.00",2014,"$63,500,000.00"
1453,About Cherry,Drama,4.8,"$3,000.00","$18,700,000.00",2012,"$18,703,000.00"
1454,Gladiators of Rome,"Adventure,Animation,Comedy",5.2,"$8,200.00","$10,100,000.00",2014,"$10,108,200.00"
1455,Singham,"Action,Drama",6.8,"$351,000.00","$18,700,000.00",2011,"$19,051,000.00"
1456,Heroine,Drama,5.1,"$599,000.00","$7,400,000.00",2012,"$7,999,000.00"
1457,Heroine,"Comedy,Drama",6.0,"$599,000.00","$7,400,000.00",2012,"$7,999,000.00"
1458,Capital,Drama,6.5,"$102,000.00","$2,400,000.00",2013,"$2,502,000.00"
1459,The Immigrant,"Drama,Romance",6.6,"$2,000,000.00","$3,800,000.00",2014,"$5,800,000.00"
1460,The Look of Love,"Biography,Comedy,Drama",6.0,"$21,300.00","$18,700,000.00",2013,"$18,721,300.00"
1461,The Look of Love,Comedy,8.5,"$21,300.00","$18,700,000.00",2013,"$18,721,300.00"
1462,The Hangover Part III,"Adventure,Comedy,Crime",5.8,"$112,200,000.00","$249,800,000.00",2013,"$362,000,000.00"
1463,The Hunger Games: Catching Fire,"Action,Adventure,Sci-Fi",7.5,"$424,700,000.00","$440,300,000.00",2013,"$865,000,000.00"
1464,The Hunger Games: Mockingjay - Part 1,"Action,Adventure,Sci-Fi",6.6,"$337,100,000.00","$418,200,000.00",2014,"$755,300,000.00"
1465,The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi",6.6,"$281,700,000.00","$371,700,000.00",2015,"$653,400,000.00"
1466,Borgman,"Drama,Horror,Mystery",6.8,"$57,500.00","$952,000.00",2014,"$1,009,500.00"
1467,A Coffee in Berlin,"Comedy,Drama",7.4,"$150,000.00","$2,600,000.00",2014,"$2,750,000.00"
1468,Sex Tape,"Comedy,Romance",5.1,"$38,500,000.00","$87,500,000.00",2014,"$126,000,000.00"
1469,The Hitman's Bodyguard,"Action,Comedy,Thriller",6.9,"$75,500,000.00","$101,100,000.00",2017,"$176,600,000.00"
1470,American Assassin,"Action,Thriller",6.2,"$36,200,000.00","$31,000,000.00",2017,"$67,200,000.00"
1471,The House,"Drama,Mystery,Thriller",4.6,"$25,600,000.00","$8,600,000.00",2017,"$34,200,000.00"
1472,The House,Animation,7.3,"$25,600,000.00","$8,600,000.00",2017,"$34,200,000.00"
1473,The House,Thriller,4.5,"$25,600,000.00","$8,600,000.00",2017,"$34,200,000.00"
1474,The House,"Comedy,Crime",5.6,"$25,600,000.00","$8,600,000.00",2017,"$34,200,000.00"
1475,Tomorrowland,"Action,Adventure,Family",6.4,"$93,400,000.00","$115,700,000.00",2015,"$209,100,000.00"
1476,Tomorrowland,Documentary,6.3,"$93,400,000.00","$115,700,000.00",2015,"$209,100,000.00"
1477,In the House,"Drama,Mystery,Thriller",7.4,"$390,000.00","$11,500,000.00",2013,"$11,890,000.00"
1478,Father Figures,"Adventure,Comedy,Drama",5.5,"$17,500,000.00","$8,100,000.00",2017,"$25,600,000.00"
1479,Father Figures,Documentary,6.8,"$17,500,000.00","$8,100,000.00",2017,"$25,600,000.00"
1480,The Imposter,"Biography,Crime,Documentary",7.5,"$898,000.00","$1,100,000.00",2012,"$1,998,000.00"
1481,Labor Day,"Drama,Romance",6.9,"$13,400,000.00","$6,900,000.00",2014,"$20,300,000.00"
1482,Tag,Drama,4.6,"$54,700,000.00","$23,400,000.00",2018,"$78,100,000.00"
1483,Tag,Comedy,6.5,"$54,700,000.00","$23,400,000.00",2018,"$78,100,000.00"
1484,Tag,"Action,Fantasy,Horror",6.1,"$54,700,000.00","$23,400,000.00",2018,"$78,100,000.00"
1485,Infinitely Polar Bear,"Comedy,Drama,Romance",7.0,"$1,400,000.00","$18,700,000.00",2015,"$20,100,000.00"
1486,Compliance,"Biography,Crime,Drama",6.4,"$319,000.00","$18,700,000.00",2012,"$19,019,000.00"
1487,A Most Wanted Man,"Crime,Drama,Thriller",6.8,"$17,200,000.00","$19,000,000.00",2014,"$36,200,000.00"
1488,King Arthur: Legend of the Sword,"Action,Adventure,Drama",6.8,"$39,200,000.00","$109,500,000.00",2017,"$148,700,000.00"
1489,Into the Abyss,"Crime,Documentary,Drama",7.3,"$224,000.00","$18,700,000.00",2011,"$18,924,000.00"
1490,The Best of Me,"Drama,Romance",6.7,"$26,800,000.00","$9,200,000.00",2014,"$36,000,000.00"
1491,The Neon Demon,"Horror,Thriller",6.2,"$1,300,000.00","$18,700,000.00",2016,"$20,000,000.00"
1492,Rules Don't Apply,"Comedy,Drama,Romance",5.7,"$3,700,000.00","$233,000.00",2016,"$3,933,000.00"
1493,The Two Faces of January,"Romance,Thriller",6.2,"$507,000.00","$13,000,000.00",2014,"$13,507,000.00"
1494,Victor Frankenstein,"Drama,Horror,Sci-Fi",6.0,"$5,800,000.00","$28,500,000.00",2015,"$34,300,000.00"
1495,Policeman,Drama,6.2,"$11,300.00","$27,000.00",2014,"$38,300.00"
1496,The Good Dinosaur,"Adventure,Animation,Comedy",6.7,"$123,100,000.00","$209,100,000.00",2015,"$332,200,000.00"
1497,Housefull 2,"Action,Comedy,Musical",5.4,"$1,800,000.00","$18,700,000.00",2012,"$20,500,000.00"
1498,Tai Chi Zero,"Action,Adventure,Drama",6.1,"$212,000.00","$18,700,000.00",2012,"$18,912,000.00"
1499,Thor: The Dark World,"Action,Adventure,Fantasy",6.9,"$206,400,000.00","$438,200,000.00",2013,"$644,600,000.00"
1500,Geostorm,"Action,Sci-Fi,Thriller",5.3,"$33,700,000.00","$187,900,000.00",2017,"$221,600,000.00"
1501,Pitch Perfect,"Comedy,Music,Romance",7.2,"$65,000,000.00","$50,300,000.00",2012,"$115,300,000.00"
1502,Gerhard Richter Painting,Documentary,7.2,"$243,000.00","$18,700,000.00",2012,"$18,943,000.00"
1503,Austenland,"Comedy,Romance",6.3,"$2,200,000.00","$18,700,000.00",2013,"$20,900,000.00"
1504,The Angry Birds Movie,"Action,Animation,Comedy",6.3,"$107,500,000.00","$244,800,000.00",2016,"$352,300,000.00"
1505,Cloudy with a Chance of Meatballs 2,"Adventure,Animation,Comedy",6.4,"$119,800,000.00","$154,500,000.00",2013,"$274,300,000.00"
1506,Desi Boyz,"Comedy,Drama",5.9,"$1,100,000.00","$18,700,000.00",2011,"$19,800,000.00"
1507,Storage 24,"Action,Horror,Mystery",4.4,$100.00,"$18,700,000.00",2013,"$18,700,100.00"
1508,Thelma,"Drama,Family",6.8,"$147,000.00","$18,700,000.00",2017,"$18,847,000.00"
1509,Thelma,"Drama,Fantasy,Horror",7.0,"$147,000.00","$18,700,000.00",2017,"$18,847,000.00"
1510,In Another Country,Drama,6.4,"$25,100.00","$18,700,000.00",2012,"$18,725,100.00"
1511,Robot & Frank,"Comedy,Crime,Drama",7.1,"$3,300,000.00","$18,700,000.00",2012,"$22,000,000.00"
1512,The Island President,Documentary,7.3,"$76,400.00","$18,700,000.00",2012,"$18,776,400.00"
1513,Chernobyl Diaries,"Horror,Mystery,Thriller",5.0,"$18,100,000.00","$19,000,000.00",2012,"$37,100,000.00"
1514,Force,"Action,Thriller",6.4,"$1,400,000.00","$4,800,000.00",2011,"$6,200,000.00"
1515,Force,"Action,Drama",6.2,"$1,400,000.00","$4,800,000.00",2011,"$6,200,000.00"
1516,Our Kind of Traitor,"Crime,Drama,Thriller",6.2,"$3,200,000.00","$7,600,000.00",2016,"$10,800,000.00"
1517,"For a Good Time, Call...",Comedy,6.0,"$1,300,000.00","$18,700,000.00",2012,"$20,000,000.00"
1518,Lore,"Drama,History,Romance",7.1,"$970,000.00","$18,700,000.00",2013,"$19,670,000.00"
1519,Lore,Thriller,7.1,"$970,000.00","$18,700,000.00",2013,"$19,670,000.00"
1520,Hell Fest,Horror,5.5,"$11,100,000.00","$7,100,000.00",2018,"$18,200,000.00"
1521,Breathe In,"Drama,Romance",6.4,"$89,700.00","$18,700,000.00",2014,"$18,789,700.00"
1522,Machete Kills,"Action,Crime,Sci-Fi",5.6,"$8,000,000.00","$7,000,000.00",2013,"$15,000,000.00"
1523,Neighbors,Comedy,6.3,"$150,200,000.00","$120,500,000.00",2014,"$270,700,000.00"
1524,Neighbors,"Comedy,Drama",7.6,"$150,200,000.00","$120,500,000.00",2014,"$270,700,000.00"
1525,War Dogs,"Comedy,Crime,Drama",7.1,"$43,000,000.00","$43,200,000.00",2016,"$86,200,000.00"
1526,The 33,"Biography,Drama,History",6.9,"$12,200,000.00","$12,700,000.00",2015,"$24,900,000.00"
1527,A Simple Life,Drama,7.6,"$192,000.00","$2,600,000.00",2012,"$2,792,000.00"
1528,First Position,Documentary,7.6,"$1,000,000.00","$18,700,000.00",2012,"$19,700,000.00"
1529,Believe,"Drama,Sport",5.7,"$6,200,000.00","$18,700,000.00",2013,"$24,900,000.00"
1530,Believe,Drama,5.0,"$6,200,000.00","$18,700,000.00",2013,"$24,900,000.00"
1531,Pastorela,"Comedy,Fantasy",6.2,"$161,000.00","$2,700,000.00",2011,"$2,861,000.00"
1532,Keep the Lights On,"Drama,Romance",6.3,"$246,000.00","$18,700,000.00",2012,"$18,946,000.00"
1533,The Wind Rises,"Animation,Biography,Drama",7.8,"$5,200,000.00","$112,700,000.00",2014,"$117,900,000.00"
1534,Spinning Plates,Documentary,7.2,"$112,000.00","$18,700,000.00",2013,"$18,812,000.00"
1535,Violeta Went to Heaven,"Biography,Drama,Music",7.3,"$21,500.00","$1,200,000.00",2013,"$1,221,500.00"
1536,Guardians of the Galaxy,"Action,Adventure,Comedy",8.1,"$333,200,000.00","$440,200,000.00",2014,"$773,400,000.00"
1537,Ek Tha Tiger,"Action,Romance,Thriller",5.5,"$2,300,000.00","$18,700,000.00",2012,"$21,000,000.00"
1538,Man of Tai Chi,"Action,Drama",6.1,"$100,000.00","$18,700,000.00",2013,"$18,800,000.00"
1539,The Smurfs 2,"Adventure,Animation,Comedy",5.4,"$71,000,000.00","$276,500,000.00",2013,"$347,500,000.00"
1540,All Is Lost,"Action,Adventure,Drama",6.9,"$6,300,000.00","$7,400,000.00",2013,"$13,700,000.00"
1541,Journey to the West,"Action,Adventure,Comedy",6.8,"$18,100.00","$205,600,000.00",2014,"$205,618,100.00"
1542,Journey to the West,"Action,Sport,War",5.0,"$18,100.00","$205,600,000.00",2014,"$205,618,100.00"
1543,Journey to the West,Drama,6.8,"$18,100.00","$205,600,000.00",2014,"$205,618,100.00"
1544,Camille Claudel 1915,"Biography,Drama",6.5,"$35,300.00","$18,700,000.00",2013,"$18,735,300.00"
1545,Diary of a Wimpy Kid: Dog Days,"Comedy,Family",6.3,"$49,000,000.00","$28,100,000.00",2012,"$77,100,000.00"
1546,Sightseers,"Adventure,Comedy,Crime",6.5,"$61,800.00","$18,700,000.00",2013,"$18,761,800.00"
1547,Identity Thief,"Adventure,Comedy,Crime",5.7,"$134,500,000.00","$39,500,000.00",2013,"$174,000,000.00"
1548,Non-Stop,"Action,Mystery,Thriller",7.0,"$92,200,000.00","$130,600,000.00",2014,"$222,800,000.00"
1549,12 Years a Slave,"Biography,Drama,History",8.1,"$56,700,000.00","$131,100,000.00",2013,"$187,800,000.00"
1550,War of the Arrows,Action,7.2,"$251,000.00","$45,800,000.00",2011,"$46,051,000.00"
1551,The Finest Hours,"Action,Drama,History",6.8,"$27,600,000.00","$24,500,000.00",2016,"$52,100,000.00"
1552,Mood Indigo,"Comedy,Drama,Fantasy",6.5,"$303,000.00","$9,500,000.00",2014,"$9,803,000.00"
1553,The Reluctant Fundamentalist,"Drama,Thriller",6.9,"$553,000.00","$18,700,000.00",2013,"$19,253,000.00"
1554,Laggies,"Comedy,Drama,Romance",6.4,"$1,100,000.00","$18,700,000.00",2014,"$19,800,000.00"
1555,The Last Exorcism Part II,"Drama,Horror,Thriller",4.0,"$15,200,000.00","$18,700,000.00",2013,"$33,900,000.00"
1556,The Great Wall,"Action,Adventure,Fantasy",6.0,"$45,500,000.00","$289,400,000.00",2017,"$334,900,000.00"
1557,The Great Wall,Documentary,6.5,"$45,500,000.00","$289,400,000.00",2017,"$334,900,000.00"
1558,Inside Llewyn Davis,"Drama,Music",7.5,"$13,200,000.00","$19,700,000.00",2013,"$32,900,000.00"
1559,Neil Young Journeys,"Documentary,Music",6.5,"$215,000.00","$18,700,000.00",2012,"$18,915,000.00"
1560,Night Moves,"Action,Drama,Thriller",6.0,"$272,000.00","$18,700,000.00",2014,"$18,972,000.00"
1561,A Glimpse Inside the Mind of Charles Swan III,Comedy,4.8,"$45,400.00","$18,700,000.00",2013,"$18,745,400.00"
1562,Diana Vreeland: The Eye Has to Travel,"Biography,Documentary",7.5,"$1,000,000.00","$18,700,000.00",2012,"$19,700,000.00"
1563,Muran,"Action,Thriller",6.5,"$30,100.00","$18,700,000.00",2011,"$18,730,100.00"
1564,Rust and Bone,"Drama,Romance",7.5,"$2,100,000.00","$23,700,000.00",2012,"$25,800,000.00"
1565,The English Teacher,"Comedy,Drama",5.8,"$105,000.00","$18,700,000.00",2013,"$18,805,000.00"
1566,A Bigger Splash,"Drama,Thriller",6.4,"$2,000,000.00","$5,500,000.00",2016,"$7,500,000.00"
1567,Eye in the Sky,"Drama,Thriller,War",7.3,"$18,700,000.00","$18,700,000.00",2016,"$37,400,000.00"
1568,The Railway Man,"Biography,Drama,Romance",7.1,"$4,400,000.00","$17,900,000.00",2014,"$22,300,000.00"
1569,13 Sins,"Horror,Thriller",6.3,"$13,800.00","$18,700,000.00",2014,"$18,713,800.00"
1570,Postman Pat: The Movie,"Animation,Comedy,Family",4.6,"$1,500.00","$1,300,000.00",2014,"$1,301,500.00"
1571,Song to Song,"Drama,Music,Romance",5.7,"$444,000.00","$18,700,000.00",2017,"$19,144,000.00"
1572,The Viral Factor,"Action,Drama,Thriller",6.0,"$220,000.00","$18,700,000.00",2012,"$18,920,000.00"
1573,Hello I Must Be Going,"Comedy,Drama,Romance",6.2,"$107,000.00","$18,700,000.00",2012,"$18,807,000.00"
1574,Smashed,Drama,6.8,"$377,000.00","$18,700,000.00",2012,"$19,077,000.00"
1575,Any Day Now,Drama,7.5,"$201,000.00","$18,700,000.00",2012,"$18,901,000.00"
1576,Populaire,"Comedy,Romance,Sport",6.9,"$179,000.00","$5,300,000.00",2013,"$5,479,000.00"
1577,Attack on Titan: Part 1,"Action,Adventure,Drama",5.1,"$450,000.00","$18,700,000.00",2015,"$19,150,000.00"
1578,Sleepless,"Action,Crime,Thriller",5.6,"$20,800,000.00","$12,100,000.00",2017,"$32,900,000.00"
1579,Sleepless,Drama,8.4,"$20,800,000.00","$12,100,000.00",2017,"$32,900,000.00"
1580,The Other Son,Drama,7.4,"$1,300,000.00","$18,700,000.00",2012,"$20,000,000.00"
1581,Still Mine,Drama,7.4,"$1,200,000.00","$18,700,000.00",2013,"$19,900,000.00"
1582,Holy Motors,"Drama,Fantasy",7.1,"$641,000.00","$18,700,000.00",2012,"$19,341,000.00"
1583,Rowdy Rathore,Action,5.9,"$777,000.00","$28,600,000.00",2012,"$29,377,000.00"
1584,Steve Jobs,"Biography,Drama",7.2,"$17,800,000.00","$16,700,000.00",2015,"$34,500,000.00"
1585,Barfi!,"Comedy,Drama,Romance",8.1,"$2,800,000.00","$18,700,000.00",2012,"$21,500,000.00"
1586,A Bottle in the Gaza Sea,Drama,7.2,"$5,900.00","$306,000.00",2013,"$311,900.00"
1587,The Best Man Holiday,"Comedy,Drama",6.7,"$70,500,000.00","$2,300,000.00",2013,"$72,800,000.00"
1588,Trouble with the Curve,"Drama,Sport",6.8,"$35,800,000.00","$13,200,000.00",2012,"$49,000,000.00"
1589,Starry Starry Night,Drama,6.9,"$10,000.00","$18,700,000.00",2012,"$18,710,000.00"
1590,The Daughter,Drama,6.4,"$26,400.00","$18,700,000.00",2017,"$18,726,400.00"
1591,The Daughter,"Action,Drama,Thriller",4.8,"$26,400.00","$18,700,000.00",2017,"$18,726,400.00"
1592,The Daughter,Drama,7.4,"$26,400.00","$18,700,000.00",2017,"$18,726,400.00"
1593,The Daughter,Drama,6.6,"$26,400.00","$18,700,000.00",2017,"$18,726,400.00"
1594,The Imitation Game,"Biography,Drama,Thriller",8.0,"$91,100,000.00","$142,400,000.00",2014,"$233,500,000.00"
1595,The Players,Comedy,5.3,"$10,900.00","$24,600,000.00",2014,"$24,610,900.00"
1596,Big Game,"Action,Adventure,Crime",5.4,"$24,600.00","$18,700,000.00",2015,"$18,724,600.00"
1597,Captain Underpants: The First Epic Movie,"Action,Animation,Comedy",6.2,"$73,900,000.00","$51,600,000.00",2017,"$125,500,000.00"
1598,Mr. Right,"Action,Comedy,Romance",6.3,"$34,700.00","$18,700,000.00",2016,"$18,734,700.00"
1599,Mr. Right,Comedy,3.0,"$34,700.00","$18,700,000.00",2016,"$18,734,700.00"
1600,What Richard Did,Drama,6.3,"$2,700.00","$18,700,000.00",2013,"$18,702,700.00"
1601,Elvis & Nixon,"Comedy,History",6.4,"$1,100,000.00","$18,700,000.00",2016,"$19,800,000.00"
1602,Assassin's Creed,"Action,Adventure,Sci-Fi",5.8,"$54,600,000.00","$186,300,000.00",2016,"$240,900,000.00"
1603,Haute Cuisine,"Biography,Comedy",6.4,"$218,000.00","$11,200,000.00",2013,"$11,418,000.00"
1604,Dumb and Dumber To,"Adventure,Comedy",5.6,"$86,200,000.00","$83,600,000.00",2014,"$169,800,000.00"
1605,"McFarland, USA","Biography,Drama,Sport",7.4,"$44,500,000.00","$1,200,000.00",2015,"$45,700,000.00"
1606,Hit and Run,"Action,Comedy",6.1,"$13,700,000.00","$704,000.00",2012,"$14,404,000.00"
1607,The Family Fang,"Comedy,Drama,Mystery",6.1,"$263,000.00","$18,700,000.00",2016,"$18,963,000.00"
1608,Dead Man Down,"Action,Crime,Drama",6.5,"$10,900,000.00","$7,200,000.00",2013,"$18,100,000.00"
1609,Knight of Cups,"Drama,Romance",5.7,"$566,000.00","$18,700,000.00",2016,"$19,266,000.00"
1610,Spring Breakers,"Comedy,Crime,Drama",5.3,"$14,100,000.00","$17,600,000.00",2013,"$31,700,000.00"
1611,My Lucky Star,"Action,Adventure,Comedy",5.1,"$64,400.00","$18,700,000.00",2013,"$18,764,400.00"
1612,Tammy,"Comedy,Romance",4.9,"$84,500,000.00","$16,000,000.00",2014,"$100,500,000.00"
1613,Emperor,"Drama,History,War",6.5,"$3,300,000.00","$18,700,000.00",2013,"$22,000,000.00"
1614,Adore,"Drama,Romance",6.2,"$319,000.00","$18,700,000.00",2013,"$19,019,000.00"
1615,Dawn of the Planet of the Apes,"Action,Adventure,Drama",7.6,"$208,500,000.00","$502,100,000.00",2014,"$710,600,000.00"
1616,Steve Jobs: The Lost Interview,Documentary,8.0,"$106,000.00","$18,700,000.00",2011,"$18,806,000.00"
1617,V/H/S,"Horror,Thriller",5.8,"$100,000.00","$18,700,000.00",2012,"$18,800,000.00"
1618,The Hunt,Drama,8.3,"$613,000.00","$18,700,000.00",2013,"$19,313,000.00"
1619,The Hunt,"Action,Horror,Thriller",4.4,"$613,000.00","$18,700,000.00",2013,"$19,313,000.00"
1620,The Hunt,"Action,Drama,Thriller",4.0,"$613,000.00","$18,700,000.00",2013,"$19,313,000.00"
1621,The Hunt,Thriller,5.2,"$613,000.00","$18,700,000.00",2013,"$19,313,000.00"
1622,Paranormal Activity 4,"Horror,Mystery,Thriller",4.6,"$53,900,000.00","$88,900,000.00",2012,"$142,800,000.00"
1623,Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",5.7,"$245,400,000.00","$858,600,000.00",2014,"$1,104,000,000.00"
1624,Absolutely Fabulous: The Movie,"Comedy,Crime",5.4,"$4,800,000.00","$33,100,000.00",2016,"$37,900,000.00"
1625,Chennai Express,"Action,Comedy",6.1,"$5,300,000.00","$18,700,000.00",2013,"$24,000,000.00"
1626,Dabangg 2,"Action,Comedy",4.9,"$2,500,000.00","$18,700,000.00",2012,"$21,200,000.00"
1627,For No Good Reason,"Biography,Documentary,History",7.0,"$67,400.00","$18,700,000.00",2014,"$18,767,400.00"
1628,Back to 1942,Drama,6.9,"$313,000.00","$18,700,000.00",2012,"$19,013,000.00"
1629,Ginger & Rosa,Drama,6.3,"$1,000,000.00","$18,700,000.00",2013,"$19,700,000.00"
1630,Patience (After Sebald),Documentary,6.9,"$15,900.00","$18,700,000.00",2012,"$18,715,900.00"
1631,Special ID,"Action,Crime",5.6,"$12,700.00","$18,700,000.00",2014,"$18,712,700.00"
1632,Hacksaw Ridge,"Biography,Drama,History",8.1,"$67,200,000.00","$108,100,000.00",2016,"$175,300,000.00"
1633,Alpha,Crime,5.5,"$35,900,000.00","$62,300,000.00",2018,"$98,200,000.00"
1634,Alpha,"Drama,Horror,Mystery",7.7,"$35,900,000.00","$62,300,000.00",2018,"$98,200,000.00"
1635,Alpha,"Adventure,Drama,Family",6.7,"$35,900,000.00","$62,300,000.00",2018,"$98,200,000.00"
1636,Home Again,Drama,6.6,"$27,000,000.00","$18,700,000.00",2017,"$45,700,000.00"
1637,Home Again,"Comedy,Drama,Romance",5.8,"$27,000,000.00","$18,700,000.00",2017,"$45,700,000.00"
1638,Force Majeure,"Comedy,Drama",7.3,"$1,400,000.00","$18,700,000.00",2014,"$20,100,000.00"
1639,Ferrari Ki Sawaari,"Comedy,Drama,Family",6.4,"$434,000.00","$18,700,000.00",2012,"$19,134,000.00"
1640,28 Hotel Rooms,"Drama,Romance",5.8,"$18,900.00","$18,700,000.00",2012,"$18,718,900.00"
1641,Beasts of the Southern Wild,"Adventure,Drama,Fantasy",7.3,"$12,800,000.00","$8,300,000.00",2012,"$21,100,000.00"
1642,Searching for Sugar Man,"Biography,Documentary,Music",8.2,"$3,700,000.00","$18,700,000.00",2012,"$22,400,000.00"
1643,The House I Live In,Documentary,7.9,"$211,000.00","$18,700,000.00",2012,"$18,911,000.00"
1644,The Queen of Versailles,Documentary,7.1,"$2,400,000.00","$18,700,000.00",2012,"$21,100,000.00"
1645,Truth or Dare,"Horror,Romance,Thriller",6.0,"$41,400,000.00","$53,900,000.00",2018,"$95,300,000.00"
1646,Truth or Dare,"Comedy,Romance",5.0,"$41,400,000.00","$53,900,000.00",2018,"$95,300,000.00"
1647,Truth or Dare,"Horror,Thriller",4.8,"$41,400,000.00","$53,900,000.00",2018,"$95,300,000.00"
1648,Truth or Dare,"Drama,Romance",6.8,"$41,400,000.00","$53,900,000.00",2018,"$95,300,000.00"
1649,Truth or Dare,"Horror,Thriller",5.2,"$41,400,000.00","$53,900,000.00",2018,"$95,300,000.00"
1650,San Andreas,"Action,Adventure,Drama",6.1,"$155,200,000.00","$318,800,000.00",2015,"$474,000,000.00"
1651,Second Act,"Comedy,Drama,Romance",5.8,"$39,300,000.00","$33,000,000.00",2018,"$72,300,000.00"
1652,Tere Naal Love Ho Gaya,"Comedy,Drama,Romance",5.8,"$178,000.00","$18,700,000.00",2012,"$18,878,000.00"
