,title,genres,average_rating,domestic_gross,foreign_gross,year,total_gross
612,Faster,"Action,Crime,Drama",6.5,"$23,200,000.00","$12,400,000.00",2010,"$35,600,000.00"
613,The Apparition,"Horror,Thriller",4.1,"$4,900,000.00","$4,700,000.00",2012,"$9,600,000.00"
614,The Apparition,Drama,6.4,"$4,900,000.00","$4,700,000.00",2012,"$9,600,000.00"
615,Mother's Day,"Drama,Horror,Thriller",6.3,"$32,500,000.00","$15,900,000.00",2016,"$48,400,000.00"
616,Mother's Day,"Comedy,Drama,Romance",5.7,"$32,500,000.00","$15,900,000.00",2016,"$48,400,000.00"
617,13 Assassins,"Action,Adventure,Drama",7.6,"$803,000.00","$16,800,000.00",2011,"$17,603,000.00"
618,"Love, Wedding, Marriage",Comedy,5.0,"$1,900.00","$18,700,000.00",2011,"$18,701,900.00"
619,Rio,"Adventure,Animation,Comedy",6.9,"$143,600,000.00","$341,000,000.00",2011,"$484,600,000.00"
620,Rio,Documentary,8.3,"$143,600,000.00","$341,000,000.00",2011,"$484,600,000.00"
621,Rio,Drama,2.6,"$143,600,000.00","$341,000,000.00",2011,"$484,600,000.00"
622,Oranges and Sunshine,"Drama,History",7.1,"$143,000.00","$2,400,000.00",2011,"$2,543,000.00"
623,Charlie St. Cloud,"Drama,Fantasy,Romance",6.5,"$31,200,000.00","$17,000,000.00",2010,"$48,200,000.00"
624,Guzaarish,Drama,7.5,"$1,000,000.00","$695,000.00",2010,"$1,695,000.00"
625,Perfect Sense,"Drama,Romance,Sci-Fi",7.1,"$3,000.00","$18,700,000.00",2012,"$18,703,000.00"
626,Battleship,"Action,Adventure,Sci-Fi",5.8,"$65,400,000.00","$237,600,000.00",2012,"$303,000,000.00"
627,A Little Bit of Heaven,"Comedy,Drama,Fantasy",6.3,"$15,400.00","$1,300,000.00",2012,"$1,315,400.00"
628,Young Goethe in Love,"Drama,Romance",6.7,"$162,000.00","$5,600,000.00",2011,"$5,762,000.00"
629,Little White Lies,"Comedy,Drama",7.1,"$206,000.00","$48,300,000.00",2012,"$48,506,000.00"
630,Pina,"Documentary,Music",7.7,"$3,500,000.00","$11,100,000.00",2011,"$14,600,000.00"
631,Submarine,"Comedy,Drama,Romance",7.3,"$468,000.00","$397,000.00",2011,"$865,000.00"
632,This Must Be the Place,"Comedy,Drama",6.7,"$144,000.00","$11,600,000.00",2012,"$11,744,000.00"
633,The American,"Crime,Drama,Thriller",6.3,"$35,600,000.00","$32,299,999.00",2010,"$67,899,999.00"
634,Bel Ami,"Drama,History,Romance",5.4,"$120,000.00","$8,199,999.00",2012,"$8,319,999.00"
635,Martha Marcy May Marlene,"Drama,Mystery,Thriller",6.9,"$3,000,000.00","$548,000.00",2011,"$3,548,000.00"
636,The Way,"Adventure,Comedy,Drama",7.4,"$4,400,000.00","$18,700,000.00",2011,"$23,100,000.00"
637,The Way,Drama,7.0,"$4,400,000.00","$18,700,000.00",2011,"$23,100,000.00"
638,The Way,Documentary,9.0,"$4,400,000.00","$18,700,000.00",2011,"$23,100,000.00"
639,Quartet,"Comedy,Drama",6.8,"$18,400,000.00","$41,100,000.00",2013,"$59,500,000.00"
640,Salmon Fishing in the Yemen,"Comedy,Drama,Romance",6.8,"$9,000,000.00","$25,500,000.00",2012,"$34,500,000.00"
641,Testament of Youth,"Biography,Drama,History",7.3,"$1,800,000.00","$18,700,000.00",2015,"$20,500,000.00"
642,14 Blades,"Action,History,Thriller",6.4,"$1,400,000.00","$3,800,000.00",2014,"$5,200,000.00"
643,Footnote,"Comedy,Drama",7.1,"$2,000,000.00","$18,700,000.00",2012,"$20,700,000.00"
644,Rise of the Guardians,"Action,Adventure,Animation",7.3,"$103,400,000.00","$203,500,000.00",2012,"$306,900,000.00"
645,Prometheus,"Adventure,Mystery,Sci-Fi",7.0,"$126,500,000.00","$276,900,000.00",2012,"$403,400,000.00"
646,Killer Elite,"Action,Crime,Thriller",6.5,"$25,100,000.00","$31,300,000.00",2011,"$56,400,000.00"
647,Winnie the Pooh,"Adventure,Animation,Comedy",7.2,"$26,700,000.00","$23,200,000.00",2011,"$49,900,000.00"
648,Filth,"Comedy,Crime,Drama",7.1,"$34,400.00","$8,300,000.00",2014,"$8,334,400.00"
649,Vanishing on 7th Street,"Horror,Mystery,Thriller",4.9,"$22,700.00","$1,000,000.00",2011,"$1,022,700.00"
650,Monsters University,"Adventure,Animation,Comedy",7.3,"$268,500,000.00","$475,700,000.00",2013,"$744,200,000.00"
651,The Help,Drama,8.1,"$169,700,000.00","$46,900,000.00",2011,"$216,600,000.00"
652,Gravity,"Drama,Sci-Fi,Thriller",7.7,"$274,100,000.00","$449,100,000.00",2013,"$723,200,000.00"
653,Truth,"Drama,History,Thriller",7.1,"$2,500,000.00","$18,700,000.00",2015,"$21,200,000.00"
654,Truth,"Drama,Romance",5.8,"$2,500,000.00","$18,700,000.00",2015,"$21,200,000.00"
655,Truth,"Drama,Romance,Thriller",5.1,"$2,500,000.00","$18,700,000.00",2015,"$21,200,000.00"
656,Truth,"Biography,Drama,History",6.8,"$2,500,000.00","$18,700,000.00",2015,"$21,200,000.00"
657,My Afternoons with Margueritte,"Comedy,Drama",7.2,"$667,000.00","$13,600,000.00",2011,"$14,267,000.00"
658,The Wall,Documentary,9.2,"$1,800,000.00","$2,700,000.00",2017,"$4,500,000.00"
659,The Wall,"Drama,Fantasy,Mystery",6.8,"$1,800,000.00","$2,700,000.00",2017,"$4,500,000.00"
660,The Wall,"Action,Drama,Thriller",6.2,"$1,800,000.00","$2,700,000.00",2017,"$4,500,000.00"
661,The Wall,Drama,6.7,"$1,800,000.00","$2,700,000.00",2017,"$4,500,000.00"
662,Khatta Meetha,"Comedy,Crime,Drama",5.8,"$542,000.00","$499,000.00",2010,"$1,041,000.00"
663,We Have a Pope,"Comedy,Drama",6.7,"$548,000.00","$15,600,000.00",2012,"$16,148,000.00"
664,"Rio, I Love You","Comedy,Drama,Fantasy",5.2,"$32,000.00","$18,700,000.00",2016,"$18,732,000.00"
665,Goon,"Comedy,Drama,Sport",6.8,"$4,200,000.00","$2,300,000.00",2012,"$6,500,000.00"
666,Legend of the Fist: The Return of Chen Zhen,"Action,Drama,History",6.3,"$50,400.00","$26,500,000.00",2011,"$26,550,400.00"
667,The Conjuring,"Horror,Mystery,Thriller",7.5,"$137,400,000.00","$182,100,000.00",2013,"$319,500,000.00"
668,The Next Three Days,"Action,Crime,Drama",7.4,"$21,100,000.00","$46,300,000.00",2010,"$67,400,000.00"
669,Love Crime,"Crime,Drama,Mystery",6.5,"$540,000.00","$3,100,000.00",2011,"$3,640,000.00"
670,Dream House,"Drama,Mystery,Thriller",6.0,"$21,300,000.00","$17,200,000.00",2011,"$38,500,000.00"
671,Letters to God,"Drama,Family",6.3,"$2,800,000.00","$60,300.00",2010,"$2,860,300.00"
672,Buried,"Drama,Mystery,Thriller",7.0,"$1,000,000.00","$18,100,000.00",2010,"$19,100,000.00"
673,Buried,Thriller,6.0,"$1,000,000.00","$18,100,000.00",2010,"$19,100,000.00"
674,The Odd Life of Timothy Green,"Comedy,Drama,Family",6.6,"$51,900,000.00","$4,200,000.00",2012,"$56,100,000.00"
675,The Grandmaster,"Action,Biography,Drama",6.6,"$6,600,000.00","$57,500,000.00",2013,"$64,100,000.00"
676,"Big Mommas: Like Father, Like Son","Action,Comedy,Crime",4.4,"$37,900,000.00","$44,800,000.00",2011,"$82,700,000.00"
677,Decoding Annie Parker,Drama,6.3,"$48,400.00","$18,700,000.00",2014,"$18,748,400.00"
678,Leaving,"Comedy,Drama",6.0,"$176,000.00","$893,000.00",2010,"$1,069,000.00"
679,I Am Number Four,"Action,Adventure,Sci-Fi",6.1,"$55,100,000.00","$94,800,000.00",2011,"$149,900,000.00"
680,Stake Land,"Drama,Horror,Sci-Fi",6.5,"$33,200.00","$18,700,000.00",2011,"$18,733,200.00"
681,Heartbreaker,"Comedy,Romance",6.8,"$504,000.00","$46,900,000.00",2010,"$47,404,000.00"
682,Joy,Drama,6.1,"$56,500,000.00","$44,700,000.00",2015,"$101,200,000.00"
683,Joy,Drama,6.6,"$56,500,000.00","$44,700,000.00",2015,"$101,200,000.00"
684,Joy,Drama,5.8,"$56,500,000.00","$44,700,000.00",2015,"$101,200,000.00"
685,Joy,Drama,7.1,"$56,500,000.00","$44,700,000.00",2015,"$101,200,000.00"
686,Joy,Drama,6.5,"$56,500,000.00","$44,700,000.00",2015,"$101,200,000.00"
687,Baywatch,"Action,Comedy,Crime",5.6,"$58,100,000.00","$119,800,000.00",2017,"$177,900,000.00"
688,MacGruber,"Action,Comedy,Romance",5.5,"$8,500,000.00","$797,000.00",2010,"$9,297,000.00"
689,"Tuesday, After Christmas","Drama,Romance",7.0,"$27,800.00","$36,200.00",2011,"$64,000.00"
690,Monsters,"Drama,Sci-Fi,Thriller",6.4,"$237,000.00","$4,000,000.00",2010,"$4,237,000.00"
691,Monsters,Horror,4.0,"$237,000.00","$4,000,000.00",2010,"$4,237,000.00"
692,Max Steel,"Action,Adventure,Family",4.6,"$3,800,000.00","$2,500,000.00",2016,"$6,300,000.00"
693,The Well-Digger's Daughter,"Drama,Romance",7.0,"$386,000.00","$12,200,000.00",2012,"$12,586,000.00"
694,Bridget Jones's Baby,"Comedy,Drama,Romance",6.5,"$24,300,000.00","$187,700,000.00",2016,"$212,000,000.00"
695,Aquaman,"Action,Adventure,Fantasy",7.1,"$335,100,000.00","$812,700,000.00",2018,"$1,147,800,000.00"
696,Cedar Rapids,Comedy,6.3,"$6,900,000.00","$18,700,000.00",2011,"$25,600,000.00"
697,Hyde Park on Hudson,"Biography,Comedy,Drama",5.9,"$6,400,000.00","$2,500,000.00",2012,"$8,900,000.00"
698,Bridesmaids,"Comedy,Romance",6.8,"$169,100,000.00","$119,300,000.00",2011,"$288,400,000.00"
699,Attack the Block,"Action,Comedy,Sci-Fi",6.7,"$1,000,000.00","$4,800,000.00",2011,"$5,800,000.00"
700,Killing Season,"Action,Drama,Thriller",5.4,"$39,900.00","$18,700,000.00",2013,"$18,739,900.00"
701,Cosmopolis,"Drama,Fantasy",5.0,"$764,000.00","$5,300,000.00",2012,"$6,064,000.00"
702,Oblivion,"Action,Adventure,Sci-Fi",7.0,"$89,100,000.00","$197,100,000.00",2013,"$286,200,000.00"
703,Oblivion,Thriller,8.0,"$89,100,000.00","$197,100,000.00",2013,"$286,200,000.00"
704,Mr. Pip,"Drama,War",7.2,"$1,700.00","$18,700,000.00",2014,"$18,701,700.00"
705,The Greatest Showman,"Biography,Drama,Musical",7.6,"$174,300,000.00","$260,700,000.00",2017,"$435,000,000.00"
706,Red Riding Hood,"Fantasy,Horror,Mystery",5.5,"$37,700,000.00","$51,500,000.00",2011,"$89,200,000.00"
707,Tamara Drewe,"Comedy,Drama,Romance",6.2,"$560,000.00","$11,400,000.00",2010,"$11,960,000.00"
708,The Raven,"Crime,Mystery,Thriller",6.4,"$16,000,000.00","$13,600,000.00",2012,"$29,600,000.00"
709,5 Days of War,"Action,Drama,War",5.6,"$17,500.00","$18,700,000.00",2011,"$18,717,500.00"
710,Chalet Girl,"Comedy,Romance,Sport",6.3,"$1,700.00","$1,700,000.00",2011,"$1,701,700.00"
711,Khumba,"Adventure,Animation,Family",5.7,"$1,000.00","$27,200,000.00",2013,"$27,201,000.00"
712,The Change-Up,"Comedy,Fantasy",6.3,"$37,100,000.00","$38,400,000.00",2011,"$75,500,000.00"
713,The Forest,"Horror,Thriller",3.5,"$26,600,000.00","$11,000,000.00",2016,"$37,600,000.00"
714,The Forest,"Horror,Mystery,Thriller",4.8,"$26,600,000.00","$11,000,000.00",2016,"$37,600,000.00"
715,The Forest,"Documentary,History",7.1,"$26,600,000.00","$11,000,000.00",2016,"$37,600,000.00"
716,The Forest,"Drama,Fantasy,Horror",6.5,"$26,600,000.00","$11,000,000.00",2016,"$37,600,000.00"
717,Central Intelligence,"Action,Comedy,Crime",6.3,"$127,400,000.00","$89,500,000.00",2016,"$216,900,000.00"
718,I Saw the Light,"Biography,Drama,Music",5.8,"$1,600,000.00","$18,700,000.00",2016,"$20,300,000.00"
719,The Tree,"Drama,Romance",6.6,"$71,200.00","$2,100,000.00",2011,"$2,171,200.00"
720,The Tree,Drama,6.7,"$71,200.00","$2,100,000.00",2011,"$2,171,200.00"
721,The Tree,"Drama,Family",6.7,"$71,200.00","$2,100,000.00",2011,"$2,171,200.00"
722,Underworld Awakening,"Action,Fantasy,Horror",6.4,"$62,300,000.00","$97,800,000.00",2012,"$160,100,000.00"
723,The Paperboy,"Crime,Drama,Mystery",5.8,"$693,000.00","$661,000.00",2012,"$1,354,000.00"
724,Cold Weather,"Comedy,Drama,Mystery",6.2,"$141,000.00","$18,700,000.00",2011,"$18,841,000.00"
725,Anjaana Anjaani,"Comedy,Drama,Musical",5.8,"$855,000.00","$761,000.00",2010,"$1,616,000.00"
726,Horrible Bosses,"Comedy,Crime",6.9,"$117,500,000.00","$92,100,000.00",2011,"$209,600,000.00"
727,Drive Angry,"Action,Fantasy,Thriller",5.4,"$10,700,000.00","$18,200,000.00",2011,"$28,900,000.00"
728,Fantastic Four,"Action,Adventure,Drama",4.3,"$56,100,000.00","$111,900,000.00",2015,"$168,000,000.00"
729,Road to Nowhere,"Romance,Thriller",5.5,"$40,300.00","$121,000.00",2011,"$161,300.00"
730,The King's Speech,"Biography,Drama,History",8.0,"$135,500,000.00","$275,400,000.00",2010,"$410,900,000.00"
731,Haywire,"Action,Drama,Thriller",5.8,"$18,900,000.00","$14,400,000.00",2012,"$33,300,000.00"
732,Dark Tide,"Action,Adventure,Drama",4.3,"$1,400,000.00","$432,000.00",2012,"$1,832,000.00"
733,Caterpillar,"Drama,War",6.7,"$4,200.00","$248,000.00",2011,"$252,200.00"
734,Le Havre,"Comedy,Drama",7.2,"$612,000.00","$9,900,000.00",2011,"$10,512,000.00"
735,Super,"Action,Comedy,Drama",6.8,"$328,000.00","$18,700,000.00",2011,"$19,028,000.00"
736,Super,Drama,8.1,"$328,000.00","$18,700,000.00",2011,"$19,028,000.00"
737,Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime",7.5,"$186,800,000.00","$358,600,000.00",2011,"$545,400,000.00"
738,Dough,"Comedy,Drama",6.2,"$1,100,000.00","$18,700,000.00",2016,"$19,800,000.00"
739,Meek's Cutoff,"Drama,Western",6.6,"$978,000.00","$18,700,000.00",2011,"$19,678,000.00"
740,Anonymous,"Drama,Thriller",6.9,"$4,500,000.00","$10,900,000.00",2011,"$15,400,000.00"
741,Potiche,Comedy,6.4,"$1,600,000.00","$21,600,000.00",2011,"$23,200,000.00"
742,Kaboom,"Comedy,Mystery,Romance",5.7,"$119,000.00","$421,000.00",2011,"$540,000.00"
743,Contraband,"Action,Crime,Drama",6.5,"$66,500,000.00","$29,700,000.00",2012,"$96,200,000.00"
744,The Vatican Tapes,"Horror,Thriller",5.0,"$1,800,000.00","$18,700,000.00",2015,"$20,500,000.00"
745,Vacation,"Adventure,Comedy",6.1,"$58,900,000.00","$46,000,000.00",2015,"$104,900,000.00"
746,Melancholia,"Drama,Sci-Fi",7.2,"$3,000,000.00","$12,900,000.00",2011,"$15,900,000.00"
747,Melancholia,"Drama,Mystery,Romance",3.3,"$3,000,000.00","$12,900,000.00",2011,"$15,900,000.00"
748,Archipelago,Drama,6.3,"$7,800.00","$492,000.00",2014,"$499,800.00"
749,Archipelago,Documentary,6.1,"$7,800.00","$492,000.00",2014,"$499,800.00"
750,Horns,"Crime,Drama,Fantasy",6.5,"$174,000.00","$3,700,000.00",2014,"$3,874,000.00"
751,Exodus: Gods and Kings,"Action,Adventure,Drama",6.0,"$65,000,000.00","$203,200,000.00",2014,"$268,200,000.00"
752,Daddy's Home,Comedy,6.2,"$150,400,000.00","$92,400,000.00",2015,"$242,800,000.00"
753,Daddy's Home,"Drama,Thriller",5.5,"$150,400,000.00","$92,400,000.00",2015,"$242,800,000.00"
754,Sea Rex 3D: Journey to a Prehistoric World,Documentary,6.9,"$6,100,000.00","$9,900,000.00",2010,"$16,000,000.00"
755,Red Hill,"Thriller,Western",6.4,"$21,100.00","$300,000.00",2010,"$321,100.00"
756,Everything Must Go,"Comedy,Drama",6.4,"$2,700,000.00","$18,700,000.00",2011,"$21,400,000.00"
757,Byzantium,"Drama,Fantasy,Horror",6.5,"$89,200.00","$18,700,000.00",2013,"$18,789,200.00"
758,Beginners,"Comedy,Drama,Romance",7.2,"$5,800,000.00","$8,500,000.00",2011,"$14,300,000.00"
759,Battle of the Year,"Drama,Music",5.1,"$8,900,000.00","$7,700,000.00",2013,"$16,600,000.00"
760,Let the Bullets Fly,"Action,Comedy,Western",7.4,"$63,000.00","$104,300,000.00",2012,"$104,363,000.00"
761,Shaolin,"Action,Drama",6.9,"$66,100.00","$33,600,000.00",2011,"$33,666,100.00"
762,Elysium,"Action,Drama,Sci-Fi",6.6,"$93,100,000.00","$193,100,000.00",2013,"$286,200,000.00"
763,Elysium,Drama,6.0,"$93,100,000.00","$193,100,000.00",2013,"$286,200,000.00"
764,Captain Phillips,"Biography,Drama,Thriller",7.8,"$107,100,000.00","$111,700,000.00",2013,"$218,800,000.00"
765,Hope Springs,"Comedy,Drama,Romance",6.3,"$63,500,000.00","$50,700,000.00",2012,"$114,200,000.00"
766,The Son of No One,"Action,Crime,Drama",5.1,"$30,700.00","$18,700,000.00",2011,"$18,730,700.00"
767,The Ledge,"Drama,Romance,Thriller",6.5,"$9,200.00","$602,000.00",2011,"$611,200.00"
768,Paranormal Activity 2,Horror,5.7,"$84,800,000.00","$92,800,000.00",2010,"$177,600,000.00"
769,W.E.,"Drama,History,Romance",6.3,"$583,000.00","$285,000.00",2012,"$868,000.00"
770,The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",5.9,"$31,200,000.00","$64,200,000.00",2013,"$95,400,000.00"
771,Blair Witch,"Horror,Mystery,Thriller",5.0,"$20,800,000.00","$24,400,000.00",2016,"$45,200,000.00"
772,Playing for Keeps,"Comedy,Romance,Sport",5.7,"$13,100,000.00","$18,700,000.00",2012,"$31,800,000.00"
773,The Guard,"Comedy,Crime,Thriller",7.3,"$5,400,000.00","$14,200,000.00",2011,"$19,600,000.00"
774,Casino Jack and the United States of Money,Documentary,7.1,"$177,000.00","$18,700,000.00",2010,"$18,877,000.00"
775,Flypaper,"Comedy,Crime,Mystery",6.4,"$5,000.00","$3,100,000.00",2011,"$3,105,000.00"
776,Snow Flower and the Secret Fan,"Drama,History",6.1,"$1,300,000.00","$10,000,000.00",2011,"$11,300,000.00"
777,127 Hours,"Adventure,Biography,Drama",7.6,"$18,300,000.00","$42,400,000.00",2010,"$60,700,000.00"
778,Carancho,"Crime,Drama,Romance",6.9,"$85,500.00","$3,900,000.00",2011,"$3,985,500.00"
779,Point Blank,"Action,Crime,Drama",6.8,"$708,000.00","$8,500,000.00",2011,"$9,208,000.00"
780,Point Blank,"Crime,Documentary,History",8.2,"$708,000.00","$8,500,000.00",2011,"$9,208,000.00"
781,Premium Rush,"Action,Crime,Thriller",6.5,"$20,300,000.00","$10,800,000.00",2012,"$31,100,000.00"
782,Another Earth,"Drama,Romance,Sci-Fi",7.0,"$1,300,000.00","$456,000.00",2011,"$1,756,000.00"
783,Elles,Drama,5.6,"$158,000.00","$754,000.00",2012,"$912,000.00"
784,The Last Stand,"Action,Thriller",6.4,"$12,100,000.00","$36,300,000.00",2013,"$48,400,000.00"
785,The Little Death,Drama,6.0,"$18,200.00","$18,700,000.00",2015,"$18,718,200.00"
786,The Little Death,"Comedy,Drama,Romance",7.1,"$18,200.00","$18,700,000.00",2015,"$18,718,200.00"
787,A Better Life,"Drama,Romance",7.2,"$1,800,000.00","$18,700,000.00",2011,"$20,500,000.00"
788,A Better Life,Drama,6.6,"$1,800,000.00","$18,700,000.00",2011,"$20,500,000.00"
789,Country Strong,"Drama,Music",6.3,"$20,200,000.00","$310,000.00",2010,"$20,510,000.00"
790,Mary Queen of Scots,"Biography,Drama,History",5.5,"$16,500,000.00","$29,900,000.00",2018,"$46,400,000.00"
791,Mary Queen of Scots,"Biography,Drama,History",6.3,"$16,500,000.00","$29,900,000.00",2018,"$46,400,000.00"
792,Elite Squad: The Enemy Within,"Action,Crime,Drama",8.0,"$100,000.00","$62,900,000.00",2011,"$63,000,000.00"
793,Wetlands,Drama,6.9,"$59,500.00","$10,500,000.00",2014,"$10,559,500.00"
794,Wetlands,"Comedy,Drama",5.8,"$59,500.00","$10,500,000.00",2014,"$10,559,500.00"
795,Wetlands,"Crime,Drama,Thriller",4.2,"$59,500.00","$10,500,000.00",2014,"$10,559,500.00"
796,Nostalgia for the Light,Documentary,7.6,"$164,000.00","$13,700.00",2011,"$177,700.00"
797,GasLand,Documentary,7.7,"$30,800.00","$18,600.00",2010,"$49,400.00"
798,Restrepo,"Documentary,War",7.5,"$1,300,000.00","$105,000.00",2010,"$1,405,000.00"
799,The Master,Drama,7.1,"$16,399,999.00","$11,900,000.00",2012,"$28,299,999.00"
800,The Master,Documentary,8.0,"$16,399,999.00","$11,900,000.00",2012,"$28,299,999.00"
801,The Master,"Action,History",4.8,"$16,399,999.00","$11,900,000.00",2012,"$28,299,999.00"
802,The Devil Inside,Horror,4.2,"$53,300,000.00","$48,500,000.00",2012,"$101,800,000.00"
803,Higher Ground,Drama,6.3,"$842,000.00","$18,700,000.00",2011,"$19,542,000.00"
804,Golmaal 3,"Action,Comedy",5.4,"$1,100,000.00","$935,000.00",2010,"$2,035,000.00"
805,Zindagi Na Milegi Dobara,"Comedy,Drama",8.1,"$3,100,000.00","$18,700,000.00",2011,"$21,800,000.00"
806,One Day,"Drama,Romance",7.0,"$13,800,000.00","$45,500,000.00",2011,"$59,300,000.00"
807,One Day,"Drama,Romance,Sci-Fi",6.0,"$13,800,000.00","$45,500,000.00",2011,"$59,300,000.00"
808,One Day,Family,6.2,"$13,800,000.00","$45,500,000.00",2011,"$59,300,000.00"
809,One Day,"Drama,Romance",7.8,"$13,800,000.00","$45,500,000.00",2011,"$59,300,000.00"
810,One Day,"Drama,Fantasy",6.6,"$13,800,000.00","$45,500,000.00",2011,"$59,300,000.00"
811,One Day,Drama,7.2,"$13,800,000.00","$45,500,000.00",2011,"$59,300,000.00"
812,Dolphin Tale,"Drama,Family",6.9,"$72,300,000.00","$23,100,000.00",2011,"$95,400,000.00"
813,Skyline,"Action,Sci-Fi,Thriller",4.4,"$21,400,000.00","$45,400,000.00",2010,"$66,800,000.00"
814,Man on a Ledge,"Action,Adventure,Crime",6.6,"$18,600,000.00","$27,600,000.00",2012,"$46,200,000.00"
815,The Girl with the Dragon Tattoo,"Crime,Drama,Mystery",7.8,"$10,100,000.00","$94,300,000.00",2010,"$104,400,000.00"
816,War Horse,"Drama,History,War",7.2,"$79,900,000.00","$97,700,000.00",2011,"$177,600,000.00"
817,War Horse,Drama,8.6,"$79,900,000.00","$97,700,000.00",2011,"$177,600,000.00"
818,The Secret World of Arrietty,"Adventure,Animation,Family",7.6,"$19,200,000.00","$126,400,000.00",2012,"$145,600,000.00"
819,"Crazy, Stupid, Love.","Comedy,Drama,Romance",7.4,"$84,400,000.00","$58,500,000.00",2011,"$142,900,000.00"
820,Celine: Through the Eyes of the World,"Documentary,Music",7.9,"$1,400,000.00","$119,000.00",2010,"$1,519,000.00"
821,Tiny Furniture,"Comedy,Drama,Romance",6.2,"$392,000.00","$18,700,000.00",2010,"$19,092,000.00"
822,A Dangerous Method,"Biography,Drama,Romance",6.4,"$5,700,000.00","$21,800,000.00",2011,"$27,500,000.00"
823,Mortal Engines,"Action,Adventure,Fantasy",6.1,"$16,000,000.00","$67,700,000.00",2018,"$83,700,000.00"
824,The Skeleton Twins,"Comedy,Drama,Romance",6.8,"$5,300,000.00","$18,700,000.00",2014,"$24,000,000.00"
825,Tees Maar Khan,"Comedy,Crime",2.6,"$1,100,000.00","$1,400,000.00",2010,"$2,500,000.00"
826,Texas Chainsaw 3D,"Horror,Thriller",4.8,"$34,300,000.00","$12,900,000.00",2013,"$47,200,000.00"
827,The Last Circus,"Comedy,Drama,Horror",6.6,"$40,500.00","$3,200,000.00",2011,"$3,240,500.00"
828,Beast,"Drama,Thriller",5.8,"$800,000.00","$18,700,000.00",2018,"$19,500,000.00"
829,Beast,"Crime,Drama,Thriller",7.4,"$800,000.00","$18,700,000.00",2018,"$19,500,000.00"
830,Beast,"Crime,Drama,Mystery",6.8,"$800,000.00","$18,700,000.00",2018,"$19,500,000.00"
831,Beast,"Drama,Mystery",5.7,"$800,000.00","$18,700,000.00",2018,"$19,500,000.00"
832,Housefull,Comedy,5.5,"$1,200,000.00","$1,200,000.00",2010,"$2,400,000.00"
833,Housefull,Family,3.9,"$1,200,000.00","$1,200,000.00",2010,"$2,400,000.00"
834,Skin Trade,Documentary,8.8,"$1,200.00","$18,700,000.00",2015,"$18,701,200.00"
835,Skin Trade,"Action,Crime,Thriller",5.7,"$1,200.00","$18,700,000.00",2015,"$18,701,200.00"
836,Break Ke Baad,"Comedy,Drama,Romance",5.2,"$428,000.00","$389,000.00",2010,"$817,000.00"
837,The Dilemma,"Comedy,Drama",5.3,"$48,500,000.00","$21,200,000.00",2011,"$69,700,000.00"
838,Chasing Ice,"Biography,Documentary",7.8,"$1,300,000.00","$18,700,000.00",2012,"$20,000,000.00"
839,Puncture,"Biography,Drama",6.9,"$68,900.00","$18,700,000.00",2011,"$18,768,900.00"
840,The Good Doctor,"Drama,Thriller",5.5,"$5,200.00","$18,700,000.00",2012,"$18,705,200.00"
841,Kedi,Action,4.9,"$2,800,000.00","$18,700,000.00",2017,"$21,500,000.00"
842,Kedi,Documentary,7.7,"$2,800,000.00","$18,700,000.00",2017,"$21,500,000.00"
843,Larry Crowne,"Comedy,Drama,Romance",6.1,"$35,600,000.00","$36,400,000.00",2011,"$72,000,000.00"
844,G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi",5.8,"$122,500,000.00","$253,200,000.00",2013,"$375,700,000.00"
845,Unforgivable,Drama,5.8,"$154,000.00","$1,200,000.00",2012,"$1,354,000.00"
846,Catfish,"Documentary,Drama,Mystery",7.1,"$3,200,000.00","$242,000.00",2010,"$3,442,000.00"
847,The Last Godfather,"Comedy,Crime,Romance",3.7,"$164,000.00","$16,600,000.00",2011,"$16,764,000.00"
848,Bodyguard,Comedy,6.7,"$1,800,000.00","$18,700,000.00",2011,"$20,500,000.00"
849,Bodyguard,"Action,Comedy,Romance",4.7,"$1,800,000.00","$18,700,000.00",2011,"$20,500,000.00"
850,Bodyguard,"Action,Comedy",5.2,"$1,800,000.00","$18,700,000.00",2011,"$20,500,000.00"
851,Bodyguard,"Action,Drama,Thriller",6.2,"$1,800,000.00","$18,700,000.00",2011,"$20,500,000.00"
852,What to Expect When You're Expecting,"Comedy,Drama,Romance",5.7,"$41,200,000.00","$43,200,000.00",2012,"$84,400,000.00"
853,Machine Gun Preacher,"Action,Biography,Crime",6.8,"$539,000.00","$2,800,000.00",2011,"$3,339,000.00"
854,Maleficent,"Action,Adventure,Family",7.0,"$241,400,000.00","$517,100,000.00",2014,"$758,500,000.00"
855,Exit Through the Gift Shop,"Comedy,Crime,Documentary",8.0,"$3,300,000.00","$2,000,000.00",2010,"$5,300,000.00"
856,I Saw the Devil,"Action,Crime,Drama",7.8,"$129,000.00","$12,600,000.00",2011,"$12,729,000.00"
857,Warm Bodies,"Comedy,Horror,Romance",6.9,"$66,400,000.00","$50,600,000.00",2013,"$117,000,000.00"
858,"Jeff, Who Lives at Home","Comedy,Drama",6.5,"$4,300,000.00","$148,000.00",2012,"$4,448,000.00"
859,Of Gods and Men,"Drama,History",7.2,"$4,000,000.00","$38,200,000.00",2011,"$42,200,000.00"
