,id,rating,director,theater_date,box_office,studio,genre
1092,1405,PG,Christopher Cain,1984,20900803,Universal Pictures,Action and Adventure
1093,1406,NR,Rose Troche,1999,20900803,Universal Pictures,Comedy
1094,1407,NR,Charles Lamont,1987,20900803,Universal Pictures,Action and Adventure
1095,1408,R,Steven Spielberg,1999,20900803,Sony Pictures Classics,Art House and International
1096,1409,NR,Luigi Comencini,1954,20900803,Universal Pictures,Art House and International
1097,1410,NR,Mai Iskander,1987,20900803,Iskander Films,Documentary
1098,1411,R,Michael Wadleigh,1981,20900803,Universal Pictures,Horror
1099,1412,NR,Lance Comfort,1987,20900803,Universal Pictures,Classics
1100,1413,NR,Hammudi Al-Rahmoun Font|Hammudi al-Rahmoun,1987,20900803,Universal Pictures,Drama
1101,1415,NR,Kinji Fukasaku,2000,20900803,Universal Pictures,Action and Adventure
1102,1418,G,Peter Lord|Nick Park,2000,106604314,Universal Pictures,Action and Adventure
1103,1419,NR,Frank Tashlin|Jerry Lewis,1960,20900803,Universal Pictures,Classics
1104,1420,R,Miguel Arteta,2002,13737564,Fox Searchlight Pictures,Comedy
1105,1423,G,Robert Stevenson,1975,20900803,Universal Pictures,Action and Adventure
1106,1424,PG-13,Andrew Stanton|Mark Atkins,2012,73058679,Walt Disney Pictures,Action and Adventure
1107,1426,R,Vincenzo Natali,1998,20900803,Universal Pictures,Horror
1108,1428,R,Lasse Hallstrom,1990,20900803,Universal Pictures,Comedy
1109,1431,R,Ron Shelton,1994,20900803,Universal Pictures,Drama
1110,1433,NR,Tonino Ricci,1987,20900803,Universal Pictures,Action and Adventure
1111,1434,NR,Chris Thomson,1987,20900803,Universal Pictures,Drama
1112,1435,PG-13,Steven Spielberg,2008,42168445,Universal Pictures,Comedy
1113,1436,NR,George Cukor,1940,20900803,Universal Pictures,Classics
1114,1437,R,John Huston,1987,20900803,Universal Pictures,Horror
1115,1439,R,Jamaa Fanaka,1980,20900803,Universal Pictures,Action and Adventure
1116,1441,NR,Olivier Doran,1987,20900803,Universal Pictures,Comedy
1117,1442,PG,Chris Columbus,2002,261835892,Warner Bros. Pictures,Kids and Family
1118,1443,NR,Blake Edwards,1962,20900803,Universal Pictures,Classics
1119,1444,R,Andrew Chapman,1987,20900803,Universal Pictures,Drama
1120,1445,NR,David Swift,1963,20900803,Universal Pictures,Classics
1121,1446,PG-13,Jay Roach,2000,164454835,Universal Pictures,Comedy
1122,1447,R,Steven Spielberg,2011,3185193,Sony Pictures Classics,Art House and International
1123,1448,G,Ulu Grosbard,1968,20900803,Universal Pictures,Classics
1124,1449,PG-13,Lewis Teague,1985,20900803,Universal Pictures,Comedy
1125,1450,R,John Maybury,2008,20900803,Capitol Films,Drama
1126,1451,NR,Julius Onah,2018,20900803,Universal Pictures,Mystery and Suspense
1127,1453,PG-13,Steven Spielberg,1989,20900803,Universal Pictures,Comedy
1128,1454,R,Steven Spielberg,1987,20900803,Universal Pictures,Comedy
1129,1457,NR,Fritz Lang,1934,20900803,Universal Pictures,Classics
1130,1458,NR,Nikos Nikolaidis,1987,20900803,Universal Pictures,Art House and International
1131,1459,NR,Zeresenay Berhane Mehari,1987,20900803,Truth Aid,Documentary
1132,1460,NR,Hark Tsui,1995,20900803,Universal Pictures,Action and Adventure
1133,1462,NR,Roy Kellino,1987,20900803,Universal Pictures,Drama
1134,1463,R,Kevin Smith,2001,29885424,Dimension Films,Comedy
1135,1464,PG,Clint Eastwood,1982,20900803,Universal Pictures,Action and Adventure
1136,1465,NR,Megan Griffiths,1987,20900803,The Off Hours Film LLC,Drama
1137,1466,PG-13,Richard Glatzer|Wash Westmoreland,2015,20900803,Sony Pictures Classics,Drama
1138,1467,R,Steven Spielberg,2000,7518962,Lions Gate Releasing,Drama
1139,1468,NR,Sam Newfield,1987,20900803,Universal Pictures,Western
1140,1470,NR,Frank Borzage,1929,20900803,Universal Pictures,Classics
1141,1471,R,Richard Linklater,1991,20900803,Universal Pictures,Classics
1142,1472,NR,Lewis Gilbert,1958,20900803,Universal Pictures,Drama
1143,1473,NR,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
1144,1474,R,Marc Levin,1998,20900803,Universal Pictures,Drama
1145,1475,PG,David Bowers,2009,19548064,Summit Entertainment,Action and Adventure
1146,1476,R,Alan Rudolph,1988,20900803,Universal Pictures,Art House and International
1147,1477,G,George Miller,1998,20900803,Universal Studios,Comedy
1148,1478,NR,Brian Hooks|Barry Bowles,1987,20900803,Universal Pictures,Comedy
1149,1480,NR,Steven Spielberg,1987,20900803,Universal Pictures,Classics
1150,1482,NR,Oktay Ortabasi,1987,20900803,Greenlight Theatrical,Drama
1151,1483,R,Jocelyn Moorhouse,2016,2021399,Universal Pictures,Drama
1152,1484,PG,Alfred Hitchcock,1940,20900803,Universal Pictures,Action and Adventure
1153,1485,R,Tom Holland,1987,20900803,Universal Pictures,Action and Adventure
1154,1486,NR,Louis Malle,1958,109257,Universal Pictures,Art House and International
1155,1487,PG-13,Tim Story,2014,20900803,Sony Pictures,Comedy
1156,1488,G,Ben Stassen,2008,13592311,Summit Entertainment,Animation
1157,1489,PG,Steven Hahn|John Sparey|Steve Hahn,1985,20900803,Universal Pictures,Animation
1158,1490,PG-13,Lasse Hallstrom,1987,20900803,Universal Pictures,Art House and International
1159,1492,PG-13,Michael Salomon|Mikael Salomon,2008,586242,Roadside Attractions,Comedy
1160,1493,NR,Roger Corman,1987,20900803,Universal Pictures,Western
1161,1494,R,David Fincher,2011,102515793,Sony Pictures,Drama
1162,1495,NR,Robert Foster,1987,20900803,Universal Pictures,Drama
1163,1496,PG-13,Rob Marshall,2005,57000000,Sony Pictures,Drama
1164,1497,PG,Bilge Ebiri,2004,20900803,Universal Pictures,Comedy
1165,1498,NR,Steven Spielberg,1991,20900803,Universal Pictures,Art House and International
1166,1499,NR,Errol Morris,1981,20900803,Universal Pictures,Documentary
1167,1501,R,Tinto Brass,1979,20900803,Universal Pictures,Classics
1168,1502,NR,Steven Spielberg,1997,20900803,Universal Pictures,Action and Adventure
1169,1503,R,Sidney Lumet,1989,20900803,Universal Pictures,Action and Adventure
1170,1504,R,David Caesar,1987,20900803,Australian Film Finance Corporation,Action and Adventure
1171,1505,R,Iain Softley,1994,20900803,Universal Pictures,Drama
1172,1506,NR,Jing Wong,1987,20900803,Universal Pictures,Art House and International
1173,1507,PG,Fred Savage,2007,13155823,Sony Pictures,Comedy
1174,1508,NR,Yoav Shamir,2009,20900803,First Run Features,Documentary
1175,1509,R,Michael Corrente,1999,20900803,Miramax,Comedy
1176,1510,NR,Philip Haas,1987,20900803,Universal Pictures,Science Fiction and Fantasy
1177,1511,NR,Gisaburo Sugii,1987,20900803,Universal Pictures,Animation
1178,1512,R,Paul Verhoeven,1990,119000000,Universal Pictures,Action and Adventure
1179,1513,NR,Sergei Parajanov,1967,20900803,Universal Pictures,Art House and International
1180,1514,PG,Sylvester Stallone,1979,20900803,United Artists,Action and Adventure
1181,1516,R,Bob Rafelson|George Bud Davis,1997,20900803,Universal Pictures,Drama
1182,1517,PG,Barry Levinson,2006,37442180,Universal Pictures,Comedy
1183,1518,NR,Henry Hathaway,1933,20900803,Universal Pictures,Action and Adventure
1184,1519,PG-13,Jerry Zaks,1996,20900803,Universal Pictures,Drama
1185,1520,PG-13,Shana Feste,2011,20218921,Universal Pictures,Drama
1186,1522,R,Richard Linklater,1995,20900803,Universal Pictures,Comedy
1187,1523,PG-13,Steven Soderbergh,2017,27696504,Fingerprint Releasing / Bleecker Street,Comedy
1188,1525,PG-13,Sam Mendes,2012,299300000,MGM,Action and Adventure
1189,1526,NR,Mauritz Stiller,1987,20900803,Universal Pictures,Action and Adventure
1190,1527,PG-13,Donald Petrie,2004,14244145,20th Century Fox,Comedy
1191,1528,R,Dan Mazer,2013,5851913,Magnolia Pictures,Art House and International
1192,1529,R,James Bridges,1985,20900803,Universal Pictures,Drama
1193,1530,NR,Robert Day,1987,20900803,Universal Pictures,Action and Adventure
1194,1532,NR,Ford Beebe|Ray Taylor,1940,20900803,Universal Pictures,Action and Adventure
1195,1533,NR,Fahran Akhtar|Farhan Akhtar,1987,20900803,Universal Pictures,Art House and International
1196,1534,NR,Javier Olivera,2000,20900803,Universal Pictures,Action and Adventure
1197,1535,PG-13,John Singleton,2003,127083765,Universal Pictures Distributio,Action and Adventure
1198,1536,R,Tamra Davis,1993,20900803,Universal Pictures,Comedy
1199,1539,R,Stephen Gyllenhaal,1998,20900803,Universal Pictures,Art House and International
1200,1540,PG,Don Siegel,1987,20900803,Universal Pictures,Action and Adventure
1201,1541,PG,Marc Forster,2018,20900803,Walt Disney Pictures,Action and Adventure
1202,1542,R,Jonathan Liebesman,2006,39418953,New Line Cinema,Horror
1203,1545,PG-13,Joe Wright,2009,31670931,Dreamworks/Paramount,Drama
1204,1547,PG,Andrew Birkin,1987,20900803,Universal Pictures,Drama
1205,1549,NR,Steven Spielberg,1959,20900803,Universal Pictures,Art House and International
1206,1550,NR,Ralph Habib|Lee Robinson,1987,20900803,Universal Pictures,Action and Adventure
1207,1553,NR,Steven Spielberg,1987,707672,Reliance Entertainment,Action and Adventure
1208,1554,G,Britt Allcroft,2000,2027042,Destination Films,Kids and Family
1209,1555,G,Elliot Silverstein|Elliott Silverstein,1965,20900803,Universal Pictures,Classics
1210,1557,NR,Steven Spielberg,2001,20900803,Universal Pictures,Art House and International
1211,1560,NR,Oliver Parker,1987,4683159,Universal Pictures International,Comedy
1212,1561,R,Edgar Wright,2013,33408732,Focus Features,Comedy
1213,1564,PG-13,Nicholas Jasenovec,2009,1149350,Overture Films,Comedy
1214,1565,NR,Steven Spielberg,1987,20900803,Universal Pictures,Documentary
1215,1567,NC17,John Waters,2004,1260219,New Line Cinema,Comedy
1216,1568,R,Sergio Sollima,1966,20900803,Universal Pictures,Action and Adventure
1217,1570,PG,Fred Schepisi,1984,20900803,Universal Pictures,Drama
1218,1572,PG,Michael Apted,1980,20900803,Universal Pictures,Drama
1219,1573,NR,Daston Kalili,1987,20900803,Universal Pictures,Documentary
1220,1574,R,Maggie Carey,2013,3400000,CBS Films,Comedy
1221,1575,NR,William Witney|John English,1987,20900803,Universal Pictures,Action and Adventure
1222,1576,R,David Veloz,1998,20900803,Artisan,Documentary
1223,1577,PG,Steve Rash,1978,20900803,Universal Pictures,Drama
1224,1579,R,Steven Spielberg,2018,20900803,Sony Pictures Classics,Drama
1225,1581,NR,Carl Bessai,1987,20900803,Film Sales Company,Art House and International
1226,1582,R,Steven Spielberg,1984,20900803,Universal Pictures,Action and Adventure
1227,1583,G,Casper Wrede|Caspar Wrede,1987,20900803,Universal Pictures,Art House and International
1228,1584,NR,Michael Thornhill,1987,20900803,Universal Pictures,Action and Adventure
1229,1585,PG-13,Andrew Tennant|Andy Tennant,2005,177575142,Sony Pictures,Comedy
1230,1586,R,Joseph Ruben,1993,20900803,Universal Pictures,Drama
1231,1588,PG-13,Christopher Nolan,2006,53100000,Universal Pictures,Action and Adventure
1232,1591,NR,Haim Tabakman,2010,463914,Regent Releasing,Art House and International
1233,1593,PG-13,Breck Eisner,2015,20900803,Summit Entertainment.,Action and Adventure
1234,1597,R,John Landis,1992,20900803,Universal Pictures,Action and Adventure
1235,1598,PG-13,Steven Spielberg,2008,40632110,20th Century Fox,Action and Adventure
1236,1599,NR,Lucio Fulci,1987,20900803,Universal Pictures,Art House and International
1237,1600,PG-13,Bryan Singer,2003,214813155,20th Century Fox,Action and Adventure
1238,1601,PG,Gore Verbinski,2011,123188232,Paramount Pictures,Action and Adventure
1239,1602,PG,Kasi Lemmons,2013,4894004,Fox Searchlight,Drama
1240,1603,R,John Byrum,1987,20900803,Universal Pictures,Drama
1241,1604,G,Alan Bunce,1989,20900803,Universal Pictures,Animation
1242,1605,R,Beth B,1987,20900803,Universal Pictures,Drama
1243,1606,R,Gus Van Sant,2007,241672,IFC First Take,Art House and International
1244,1607,NR,Steven Spielberg,1987,20900803,Universal Pictures,Comedy
1245,1608,PG-13,Steven Spielberg,2004,20900803,20th Century Fox,Action and Adventure
1246,1609,NR,Peque Gallaga,1987,20900803,Universal Pictures,Art House and International
1247,1610,R,Steven Spielberg,2003,20900803,Lions Gate Films,Comedy
1248,1611,PG-13,Julian Jarrold,2015,1626909,Universal Pictures,Art House and International
1249,1612,PG-13,Andrew Gallerani,1997,20900803,Universal Pictures,Comedy
1250,1613,NR,Robert Greenwald,1984,20900803,Universal Pictures,Drama
1251,1614,NR,Brent Leung,1987,20900803,Knowledge Matters,Documentary
1252,1615,PG,Steven Spielberg,1975,20900803,Universal Pictures,Art House and International
1253,1616,PG,Arthur Ripley,1946,20900803,Universal Pictures,Classics
1254,1618,PG-13,Yimou Zhang,2004,10928042,Sony Pictures Classics,Action and Adventure
1255,1620,R,Shinsuke Sato,2002,20900803,ADV Films,Action and Adventure
1256,1622,PG,Nati Baratz,2009,20900803,Ocilloscope Pictures,Art House and International
1257,1623,R,Vondie Curtis-Hall,1997,20900803,Universal Pictures,Comedy
1258,1624,PG,Boris Sagal,1971,20900803,Universal Pictures,Classics
1259,1626,NR,Cheol-su Park,1996,20900803,Universal Pictures,Art House and International
1260,1627,R,Spike Lee,1995,20900803,Universal Pictures,Drama
1261,1628,R,Luis Mandoki,1994,20900803,Universal Pictures,Comedy
1262,1629,NR,Hong Sang-soo,1987,20900803,Universal Pictures,Art House and International
1263,1630,NR,Paul Wendkos,1959,20900803,Universal Pictures,Classics
1264,1631,NR,Antonio Bonifacio,1987,20900803,Universal Pictures,Art House and International
1265,1632,R,Gary Fleder,1997,20900803,Universal Pictures,Drama
1266,1633,NR,Tian Zhuangzhuang,1986,20900803,Universal Pictures,Art House and International
1267,1636,PG,Charles Sturridge,1994,20900803,Universal Pictures,Drama
1268,1638,R,Michael Lehmann,2002,20900803,Miramax Films,Comedy
1269,1639,NR,Jeanne Labrune,2011,8856,First Run Features,Art House and International
1270,1640,PG-13,Deborah Brock,1991,20900803,Universal Pictures,Comedy
1271,1641,PG,Sean McNamara,1998,20900803,Universal Pictures,Action and Adventure
1272,1642,NR,Richard Quine,1957,20900803,Universal Pictures,Classics
1273,1643,R,Douglas Aarniokoski,2000,20900803,Miramax Films,Action and Adventure
1274,1644,PG-13,Lawrence Kasdan,1985,33200000,Universal Pictures,Action and Adventure
1275,1645,R,David Mackenzie,2016,26973524,Film 44,Drama
1276,1646,R,Alexander Payne,2013,11348612,Paramount Pictures,Drama
1277,1647,PG,Terence Young,1965,20900803,Universal Pictures,Action and Adventure
1278,1650,NR,Terry Marcel,1987,20900803,Universal Pictures,Science Fiction and Fantasy
1279,1651,R,Atom Egoyan,1994,20900803,Universal Pictures,Art House and International
1280,1653,NR,Kira Muratova,1987,20900803,Universal Pictures,Drama
1281,1654,PG,Gordon Douglas,1987,20900803,Universal Pictures,Action and Adventure
1282,1655,NR,Ravi Chopra,1987,20900803,Universal Pictures,Action and Adventure
1283,1656,R,Frank Whaley,1999,20900803,Universal Pictures,Drama
1284,1657,NR,Dante Lam,2018,1526248,Universal Pictures,Action and Adventure
1285,1659,NR,Jean Negulesco,1987,20900803,Universal Pictures,Mystery and Suspense
1286,1660,NR,David MacDonald,1955,20900803,Universal Pictures,Science Fiction and Fantasy
1287,1661,NR,Steven Spielberg,2000,20900803,Universal Pictures,Art House and International
1288,1663,NR,Dick Maas,1987,20900803,Universal Pictures,Comedy
1289,1665,R,Mark Neveldine|Brian Taylor,2009,13630226,Lionsgate,Action and Adventure
1290,1667,PG-13,Thom Eberhardt,1984,20900803,Universal Pictures,Comedy
1291,1668,NR,Steven Spielberg,1987,20900803,Universal Pictures,Comedy
1292,1669,R,Matthew Heineman,1987,20900803,Aviron Pictures,Drama
1293,1671,NR,Jeremiah Zagar,2008,20900803,International Film Circuit,Documentary
1294,1672,NR,George Marshall,1939,20900803,Universal Pictures,Classics
1295,1673,R,Steven Spielberg,1997,20900803,Universal Pictures,Action and Adventure
1296,1674,NR,Leslie Cockburn,1987,20900803,Argot Pictures,Documentary
1297,1677,PG,Tim McCanlies,2003,41407470,New Line Cinema,Comedy
1298,1678,PG,Jerry Jameson,1977,20900803,Universal Pictures,Action and Adventure
1299,1679,NR,Steven Spielberg,1987,20900803,Universal Pictures,Horror
1300,1680,R,Josh Mond,2015,101368,The Film Arcade,Drama
1301,1681,NR,Steven Spielberg,1999,20900803,Universal Pictures,Art House and International
1302,1682,PG-13,Clint Eastwood,2018,35003216,Universal Pictures,Drama
1303,1684,PG,Alan Metter,1985,20900803,Universal Pictures,Comedy
1304,1685,R,Nick Cassavetes,2007,15133185,Universal Studios,Drama
1305,1686,PG-13,Les Mayfield,1999,20900803,Sony Pictures Home Entertainment,Action and Adventure
1306,1689,NR,Carol Reed,1965,20900803,Universal Pictures,Classics
1307,1690,PG,Ron Clements|John Musker,2002,38120554,Buena Vista Distribution Compa,Action and Adventure
1308,1691,R,Mike Cahill,2014,20900803,Fox Searchlight,Drama
1309,1692,PG,Claude Whatham,1973,20900803,Universal Pictures,Classics
1310,1693,PG-13,Ryan Little,2008,549351,Crane Movie Company,Drama
1311,1695,PG-13,Paul Greengrass,2004,176049130,Universal Pictures,Action and Adventure
1312,1696,R,Paolo Taviani|Vittorio Taviani,1984,20900803,Universal Pictures,Art House and International
1313,1698,PG,Steven Spielberg,1993,20900803,Universal Pictures,Comedy
1314,1699,G,Phil Roman,1992,20900803,Universal Pictures,Animation
1315,1700,NR,Loc Do,1987,20900803,Universal Pictures,Drama
1316,1701,R,Scott Reynolds,2002,20900803,Universal Pictures,Action and Adventure
1317,1702,PG-13,Robert Towne,1998,20900803,Universal Pictures,Documentary
1318,1703,PG,Akira Kurosawa,1980,20900803,Universal Pictures,Art House and International
1319,1704,PG-13,Morten Tyldum,2014,20900803,The Weinstein Company,Drama
1320,1705,NR,Ian Madden,2006,20900803,Universal Pictures,Drama
1321,1707,PG-13,John Stockwell,2005,18472363,Sony Pictures,Action and Adventure
1322,1710,PG-13,Steven Spielberg,1963,20900803,Universal Pictures,Action and Adventure
1323,1711,G,Garry Marshall,2004,95111012,Universal Pictures,Comedy
1324,1712,NR,Helma Sanders-Brahms,1997,20900803,Universal Pictures,Art House and International
1325,1713,G,Eric Rohmer,1992,20900803,Big World Pictures,Drama
1326,1714,NR,Anahita Ghazvinizadeh,1987,20900803,Universal Pictures,Drama
1327,1716,NR,Claude Gagnon,1992,32000000,Universal Pictures,Drama
1328,1718,PG-13,Ryan Coogler,2015,81157671,Warner Bros.,Drama
1329,1720,R,John Badham,1994,20900803,Universal Pictures,Action and Adventure
1330,1721,R,Kelly Fremon Craig,2016,14260193,STX Entertainment,Comedy
1331,1722,PG-13,Justin Lin,2011,209805005,Universal Pictures,Action and Adventure
1332,1723,NR,Karl Zwicky,1987,20900803,Universal Pictures,Action and Adventure
1333,1724,R,Lee Tamahori,1997,20900803,Universal Pictures,Action and Adventure
1334,1727,NR,Joseph Santley,1987,20900803,Universal Pictures,Western
1335,1729,PG-13,Ridley Scott,1992,20900803,Universal Pictures,Action and Adventure
1336,1730,PG,John Pasquin,1994,20900803,Universal Pictures,Action and Adventure
1337,1731,R,Philippe Mora,1982,20900803,Universal Pictures,Horror
1338,1732,R,Peter Medak,1990,20900803,Universal Pictures,Action and Adventure
1339,1733,NR,Nathan Hill,1987,20900803,Universal Pictures,Drama
1340,1734,NR,George Cukor,1962,20900803,Universal Pictures,Classics
1341,1735,NR,Alain Tanner,1983,20900803,Universal Pictures,Art House and International
1342,1736,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
1343,1737,R,Robert Deubel,1987,20900803,Universal Pictures,Horror
1344,1738,NR,Emilio Ferrari,1987,20900803,Universal Pictures,Drama
1345,1739,NR,Jayne Loader|Kevin Rafferty|Pierce Rafferty,1982,20900803,Universal Pictures,Documentary
1346,1740,R,John Gray,1996,20900803,Universal Pictures,Action and Adventure
1347,1741,PG-13,Jim Goddard,1986,20900803,Universal Pictures,Action and Adventure
1348,1742,PG,Rob Reiner,1987,20900803,20th Century Fox,Action and Adventure
1349,1743,G,Art Vitello,1987,20900803,Universal Pictures,Animation
1350,1744,PG-13,Steven Spielberg,2003,12900000,Warner Bros. Pictures,Classics
1351,1745,PG,Steven Spielberg,1982,20900803,Universal Pictures,Comedy
1352,1746,NR,Sergei Parajanov,1980,20900803,Universal Pictures,Art House and International
1353,1747,R,Will Canon,2011,16632,Phase 4 Films,Drama
1354,1749,PG-13,Jon Amiel,1993,20900803,Universal Pictures,Drama
1355,1750,R,David Fincher,1999,20900803,20th Century Fox,Comedy
1356,1751,R,Neil LaBute,2000,20900803,USA Films,Comedy
1357,1752,R,Peter Hyams,1983,20900803,Universal Pictures,Drama
1358,1753,NR,Paul Powell,1987,20900803,Universal Pictures,Comedy
1359,1754,R,Eddie Davis,1987,20900803,Universal Pictures,Drama
1360,1756,NR,Nagisa Oshima,1987,20900803,Universal Pictures,Art House and International
1361,1757,PG-13,Trish Sie,2014,13617501,Lionsgate,Drama
1362,1758,PG-13,Steven Spielberg,2004,20900803,20th Century Fox,Action and Adventure
1363,1760,PG,Joe Pytka,1996,20900803,Universal Pictures,Comedy
1364,1761,NR,Sidney Gilliat,1987,20900803,Universal Pictures,Classics
1365,1762,PG-13,Jake Schreier,2015,20900803,20th Century Fox,Drama
1366,1763,R,Stephen Norrington,1994,20900803,Universal Pictures,Action and Adventure
1367,1765,R,Rodman Flender,1999,20900803,Universal Pictures,Comedy
1368,1767,R,Mary Harron,2000,20900803,Lions Gate Films,Comedy
1369,1768,NR,Lina Mannheimer,1987,20900803,Universal Pictures,Documentary
1370,1769,PG,Rod Daniel,1985,20900803,Universal Pictures,Comedy
1371,1770,R,Robert Ginty,1987,20900803,Universal Pictures,Action and Adventure
1372,1771,NR,Fritz Lang,1955,20900803,Universal Pictures,Action and Adventure
1373,1772,R,Sebastian Gutierrez,2001,20900803,Universal Pictures,Horror
1374,1773,PG-13,Paul Mazursky,1988,20900803,Universal Pictures,Comedy
1375,1774,NR,Jae-eun Jeong,2002,20900803,Kino International,Art House and International
1376,1775,R,Kasi Lemmons,2007,4436352,Focus Features,Action and Adventure
1377,1776,R,Paul Mazursky,1976,20900803,Universal Pictures,Comedy
1378,1777,R,Joel Coen|Ethan Coen,2007,74223625,Miramax Films,Action and Adventure
1379,1778,NR,Hans Neiter,1987,20900803,Universal Pictures,Documentary
1380,1779,PG,Richard Wallace,1987,20900803,Universal Pictures,Action and Adventure
1381,1781,PG-13,Peter Bogdanovich,1993,20900803,Universal Pictures,Comedy
1382,1784,NR,Byron Haskin,1954,20900803,Universal Pictures,Action and Adventure
1383,1785,R,Steven Spielberg,2002,39532308,Columbia Tristar Pictures,Action and Adventure
1384,1786,R,Peter Sehr,2003,20900803,Kino International,Art House and International
1385,1787,R,Cornel Wilde,1970,20900803,Universal Pictures,Drama
1386,1788,PG,Jane Campion,2009,4341275,Apparition Films,Drama
1387,1789,R,Adrian Lyne,1993,20900803,Universal Pictures,Drama
1388,1790,R,Paul Bogart,1988,20900803,Universal Pictures,Comedy
1389,1793,R,Jim Jarmusch,2000,20900803,Artisan Entertainment,Action and Adventure
1390,1794,NR,Krzysztof Kieslowski,1989,20900803,Universal Pictures,Art House and International
1391,1795,PG,Steven Spielberg,1967,20900803,Universal Pictures,Action and Adventure
1392,1797,R,Arturo Ripstein,1987,20900803,Universal Pictures,Action and Adventure
1393,1798,PG,Ash Brannon,2017,9404922,Summit Premiere,Animation
1394,1799,NR,Mitchell Leisen,1987,20900803,Universal Pictures,Drama
1395,1800,R,Stephen Daldry,2000,20900803,Universal Pictures,Comedy
1396,1801,PG-13,Peter Weir,2011,2500000,Universal Pictures,Drama
1397,1802,NR,George Marshall,1987,20900803,Universal Pictures,Action and Adventure
1398,1803,PG-13,Jocelyn Moorhouse,1995,20900803,Universal Pictures,Comedy
1399,1804,PG-13,Terry Hughes,1991,20900803,Universal Pictures,Comedy
1400,1805,NR,Joe Hisaishi,1987,20900803,Universal Pictures,Drama
1401,1807,R,Damian Harris|Damien Harris,1989,20900803,Universal Pictures,Art House and International
1402,1808,R,Sean Penn,2007,18173360,Paramount Vantage,Action and Adventure
1403,1809,R,Larry Cohen,1987,20900803,Universal Pictures,Comedy
1404,1812,PG,Steven Spielberg,1984,20900803,Universal Pictures,Action and Adventure
1405,1813,G,Kinji Fukasaku,1969,20900803,Universal Pictures,Drama
1406,1814,NR,Lukas Moodysson,1999,20900803,Universal Pictures,Art House and International
1407,1815,NR,George Sidney,1987,20900803,Universal Pictures,Comedy
1408,1816,PG-13,Robert Altman,1999,20900803,Universal Pictures,Comedy
1409,1818,PG,Terence Young|Gail Harvey,1987,20900803,Universal Pictures,Action and Adventure
1410,1819,PG-13,Steven Spielberg,2018,20900803,Warner Bros. Pictures,Action and Adventure
1411,1820,NR,Raoul Ruiz,1987,20900803,Universal Pictures,Comedy
1412,1821,NR,Roman Bondarchuk,1987,20900803,Universal Pictures,Art House and International
1413,1822,PG-13,James Marsh,2011,410077,Roadside Attractions,Art House and International
1414,1823,NR,Pjer Zalica,2005,20900803,Universal Pictures,Art House and International
1415,1824,NR,Romuald Karmakar,1995,20900803,Universal Pictures,Art House and International
1416,1825,NR,William Eubank,1987,20900803,Universal Pictures,Drama
1417,1826,PG,John Glen,1983,20900803,Universal Pictures,Action and Adventure
1418,1828,NR,Heiner Carow,1991,20900803,Universal Pictures,Art House and International
1419,1829,NR,Steven Spielberg,1987,20900803,Universal Pictures,Animation
1420,1830,NR,Judd Ehrlich,2008,20900803,Screen Media Films,Documentary
1421,1832,R,Danny Boyle,2017,2395410,TriStar Pictures,Drama
1422,1834,R,Kurt Wimmer,2002,20900803,Miramax Films,Drama
1423,1835,R,Paddy Breathnach,1998,20900803,Universal Pictures,Comedy
1424,1837,PG,Julian Jarrold,2007,18602895,Miramax Films,Drama
1425,1839,PG,Lucy Walker,2017,118253,Universal Pictures,Documentary
1426,1840,R,Bernardo Bertolucci,1996,20900803,Universal Pictures,Drama
1427,1841,R,James Mangold,1997,20900803,Miramax,Action and Adventure
1428,1843,PG-13,John Schlesinger,2000,20900803,Paramount Home Video,Art House and International
1429,1844,R,Trey Parker,2004,32700000,Paramount Pictures,Comedy
1430,1845,R,James Cox,2018,20900803,Universal Pictures,Drama
1431,1847,NR,George Sidney,1950,20900803,Universal Pictures,Classics
1432,1848,R,Darren Aronofsky,1998,20900803,Universal Pictures,Action and Adventure
1433,1849,NR,Maud Linder,1987,20900803,Universal Pictures,Art House and International
1434,1850,PG-13,Michael Rhodes,1996,20900803,Universal Pictures,Drama
1435,1851,NR,John Hubley|Faith Hubley,1987,20900803,Universal Pictures,Animation
1436,1852,NR,Alejandro Gamboa,1987,20900803,Universal Pictures,Art House and International
1437,1853,PG-13,Sam Weisman,1994,20900803,Universal Pictures,Comedy
1438,1854,PG,Robert Florey,1987,20900803,Universal Pictures,Action and Adventure
1439,1855,G,Steven Spielberg,1991,20900803,Universal Pictures,Action and Adventure
1440,1857,R,David Twohy,2009,15536310,Universal Pictures,Action and Adventure
1441,1858,G,Boris Sagal,1987,20900803,Universal Pictures,Classics
1442,1859,R,Andrzej Bartkowiak,2003,34600000,Warner Bros.,Action and Adventure
1443,1860,NR,Sam Peckinpah,1987,20900803,Universal Pictures,Classics
1444,1861,R,Harry Bromley Davenport,1983,20900803,Universal Pictures,Art House and International
1445,1862,PG-13,Benson Lee,2013,8888355,Sony Pictures,Drama
1446,1863,NR,Gerald Thomas,1987,20900803,Universal Pictures,Comedy
1447,1864,NR,Jackie Earle Haley,2015,20900803,Universal Pictures,Drama
1448,1865,R,Craig Brewer,2007,9262318,Paramount Vantage,Drama
1449,1866,NR,David Lean,1955,20900803,Universal Pictures,Classics
