,id,rating,director,theater_date,box_office,studio,genre
1450,1867,G,John Ford|Henry Hathaway|George Marshall|Richard Thorpe,1963,20900803,Universal Pictures,Action and Adventure
1451,1869,R,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
1452,1870,R,Steve Miner,1981,20900803,Universal Pictures,Horror
1453,1871,R,Francis Ford Coppola,1987,20900803,Universal Pictures,Drama
1454,1873,R,Steven Spielberg,1983,20900803,Universal Pictures,Horror
1455,1874,R,Sompote Sands,1987,20900803,Universal Pictures,Horror
1456,1875,PG-13,Jason Bloom|James Bloom,1998,20900803,Universal Pictures,Comedy
1457,1876,NR,Ann Hui,2003,20900803,Universal Pictures,Art House and International
1458,1877,PG-13,Peter Berg,2008,227946274,Columbia Pictures,Action and Adventure
1459,1879,PG,Mary McGuckian,2005,20900803,Universal Pictures,Art House and International
1460,1880,R,Kevin Tenney,1986,20900803,Cinema Group,Horror
1461,1881,PG,Chris Columbus,1999,20900803,Buena Vista Pictures,Comedy
1462,1882,PG,Phil Johnston|Rich Moore,1987,20900803,Walt Disney Animation Studios,Animation
1463,1883,PG,Michael Winner,1973,20900803,Universal Pictures,Action and Adventure
1464,1884,PG-13,David Zucker,2006,90672025,Weinstein Co.,Comedy
1465,1885,NR,Nathan Juran,1964,20900803,Universal Pictures,Action and Adventure
1466,1886,PG,Ron Howard,1995,20900803,Universal Pictures,Action and Adventure
1467,1888,R,Marc Ickx,2002,20900803,Universal Pictures,Horror
1468,1889,PG,Milos Forman,1981,20900803,Universal Pictures,Drama
1469,1890,R,Conrad Vernon|Greg Tiernan,2016,97661826,Sony Pictures,Animation
1470,1891,NR,Seijun Suzuki,1966,20900803,Universal Pictures,Action and Adventure
1471,1892,PG,Steven Spielberg,1975,20900803,Universal Pictures,Action and Adventure
1472,1894,R,Karel Reisz,1981,20900803,Universal Pictures,Art House and International
1473,1896,PG,Richard Marquand,1983,20900803,Twentieth Century Fox,Action and Adventure
1474,1897,NR,Jonah Tulis,1987,20900803,Gravitas,Comedy
1475,1898,R,Daniel Lee,2015,72413,Universal Pictures,Action and Adventure
1476,1899,PG,Tim Burton,1988,20900803,Universal Pictures,Comedy
1477,1900,R,Rick Cluchey,1987,20900803,Universal Pictures,Action and Adventure
1478,1901,R,Bharat Nalluri,2015,20900803,Universal Pictures,Action and Adventure
1479,1902,NR,Robert Day,1958,20900803,Universal Pictures,Horror
1480,1903,R,Simon Hunter,2008,20900803,Magnolia Pictures,Action and Adventure
1481,1905,R,Jasmin Dizdar|Jasmine Bizdar,2000,20900803,Universal Pictures,Art House and International
1482,1907,PG-13,Hironobu Sakaguchi|Motonori Sakakibara|Jack Fletcher,2001,20900803,Columbia Pictures,Animation
1483,1908,NR,John Krish,1987,20900803,Universal Pictures,Science Fiction and Fantasy
1484,1910,R,Nadine Labaki,1987,20900803,Sony Pictures Classics,Drama
1485,1911,PG,Sidney Lumet,1971,20900803,Universal Pictures,Classics
1486,1912,PG,Bill Duke,1993,20900803,Universal Pictures,Comedy
1487,1913,NR,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
1488,1914,R,Steven Spielberg,1994,20900803,Universal Pictures,Art House and International
1489,1916,NR,Colin Bucksey,1987,20900803,Universal Pictures,Drama
1490,1918,NR,Henry MacRae|Harry McRae,1929,20900803,Universal Pictures,Action and Adventure
1491,1920,NR,Shmuel Hasfari,1987,20900803,Universal Pictures,Action and Adventure
1492,1922,PG-13,Keenen Ivory Wayans,2006,58255287,Sony Pictures Releasing,Comedy
1493,1923,PG,Steven Spielberg,1988,20900803,Universal Pictures,Comedy
1494,1924,PG-13,Curtis Hanson,1994,20900803,Universal Pictures,Action and Adventure
1495,1926,PG-13,Matthew Robbins,1985,20900803,Universal Pictures,Action and Adventure
1496,1927,R,Paul Verhoeven,1992,20900803,Universal Pictures,Drama
1497,1929,R,Milos Forman,1984,20900803,Warner Bros. Pictures,Drama
1498,1930,PG,Guy Hamilton,1966,20900803,Universal Pictures,Action and Adventure
1499,1931,PG-13,Peter Landesman,2017,766428,Sony Pictures Classics,Drama
1500,1932,PG-13,Tom Dey,2006,88658172,Paramount Pictures,Comedy
1501,1933,R,Peter Greenaway,1988,20900803,Universal Pictures,Art House and International
1502,1935,PG-13,Alex Proyas,2004,144738046,20th Century Fox,Action and Adventure
1503,1937,PG-13,Steven Spielberg,2018,20900803,STXfilms,Drama
1504,1938,NR,Henry Koster,1961,20900803,Universal Pictures,Classics
1505,1939,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
1506,1940,R,Harald Zwart,2001,5689784,USA Films,Comedy
1507,1941,R,Nancy Savoca,1993,20900803,Universal Pictures,Comedy
1508,1942,NR,Vishal Bhardwaj,2013,20900803,Fox International,Comedy
1509,1943,R,Steven Spielberg,2003,2646396,Sony Pictures Classics,Art House and International
1510,1944,PG-13,Michel Gondry,2011,98000000,Sony Pictures,Action and Adventure
1511,1945,PG,Bobby Farrelly|Peter Farrelly,2012,41800000,20th Century Fox,Comedy
1512,1946,R,James Wong,2000,20900803,New Line Cinema,Horror
1513,1947,PG-13,Marleen Gorris,2001,20900803,Sony Pictures Classics,Art House and International
1514,1949,PG,Barnet Kellman,1992,20900803,Universal Pictures,Comedy
1515,1950,R,Andrew Davis,1985,20900803,Universal Pictures,Action and Adventure
1516,1951,NR,Stuart Heisler,1952,20900803,Universal Pictures,Classics
1517,1952,NR,Maclean Rogers,1987,20900803,Universal Pictures,Action and Adventure
1518,1953,R,Ricki Stern|Anne Sundberg,2010,2927972,IFC Films,Comedy
1519,1955,PG-13,Clint Eastwood,1995,20900803,Universal Pictures,Drama
1520,1956,R,Jimmy Sangster,1971,20900803,Universal Pictures,Art House and International
1521,1957,NR,Stefan Ruzowitzky,1987,20900803,Universal Pictures,Art House and International
1522,1958,G,Amir Motlagh,1987,20900803,Universal Pictures,Drama
1523,1959,R,Michael Winterbottom,1998,20900803,Universal Pictures,Drama
1524,1960,PG-13,Ava DuVernay,2015,20900803,Paramount Pictures,Drama
1525,1961,NR,Zhang Jun Zhao,1987,20900803,Universal Pictures,Drama
1526,1962,PG-13,Ridley Scott,2003,36873198,Warner Bros. Pictures,Comedy
1527,1963,R,Murray Fahey,2001,20900803,Universal Pictures,Horror
1528,1965,G,Robert Ramirez,2004,2782548,Warner Bros. Pictures,Animation
1529,1966,PG-13,Tom DeCerchio|Tom De Cerchio,1996,20900803,Universal Pictures,Comedy
1530,1968,PG,Cameron Crowe,2011,72700000,20th Century Fox,Comedy
1531,1969,PG,Melvin Frank,1976,20900803,Universal Pictures,Action and Adventure
1532,1970,PG-13,Greg Beeman,1988,20900803,Universal Pictures,Comedy
1533,1971,NR,Steven Hilliard Stern,1987,20900803,Universal Pictures,Drama
1534,1972,R,Stephen Sommers,1998,20900803,Universal Pictures,Action and Adventure
1535,1973,R,George Kaczender,2004,20900803,Universal Pictures,Action and Adventure
1536,1975,NR,Vikramaditya Motwane,2013,581813,Universal Pictures,Drama
1537,1976,NR,Ciro Guerra,2016,1320005,Buffalo Films,Action and Adventure
1538,1977,NR,Norman Taurog,1966,20900803,Universal Pictures,Classics
1539,1978,R,Steven Spielberg,1998,20900803,Universal Pictures,Art House and International
1540,1979,G,Michael Curtiz,1987,20900803,Universal Pictures,Classics
1541,1980,PG-13,Joss Whedon,2005,25335935,Universal Pictures,Action and Adventure
1542,1981,NR,Gauri Shinde,2012,1416189,Eros Entertainment,Comedy
1543,1982,R,Steven Spielberg,1987,20900803,Universal Pictures,Drama
1544,1983,G,Burny Mattinson|Ron Clements|John Musker|Dave Michener,1986,20900803,Universal Pictures,Action and Adventure
1545,1985,R,Sebastian Gutierrez,2007,59371,IDP Distribution,Horror
1546,1986,PG,Steven Spielberg,2002,794306,Universal Pictures,Art House and International
1547,1987,PG-13,Phil Alden Robinson,1987,20900803,Universal Pictures,Comedy
1548,1988,R,Les Rose,1987,20900803,Universal Pictures,Comedy
1549,1989,NR,Steven Spielberg,1987,20900803,Universal Pictures,Art House and International
1550,1990,R,Franco Brusati,1974,20900803,Universal Pictures,Art House and International
1551,1991,R,Rick Rubin,1987,20900803,Universal Pictures,Action and Adventure
1552,1992,R,Joel Coen,1991,20900803,Universal Pictures,Comedy
1553,1993,PG,James Lapine,1993,20900803,Universal Pictures,Comedy
1554,1995,PG-13,Barry Sonnenfeld,1999,20900803,Warner Bros. Pictures,Action and Adventure
1555,1996,R,Steven Spielberg,2006,33886034,New Line Cinema,Action and Adventure
1556,1997,PG,Steve Barron,1993,20900803,Paramount Vantage,Comedy
1557,1998,G,Gordon Douglas,1962,20900803,Universal Pictures,Classics
1558,1999,PG,David Mickey Evans,1993,20900803,Universal Pictures,Comedy
1559,2000,R,Steven Spielberg,2001,20900803,Columbia Pictures,Action and Adventure
